dataset,method,model,split,run,task_id,payload,payload_len,stream_key,source,view,view_label,packet_count,dedup_packet_count,conflicts,accepted_steps,len_mismatch_steps,decode_exception_steps,recovered_payload,decode_ok,failure_reason
alfworld,agentmark,deepseek,ID,1,110,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_110/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,10,10,0,5,12,0,10100010,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_111/evaluation_report.json,agentmark,AgentMark-F exact probabilities,16,16,0,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_111/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,6,6,0,3,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,111,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_111/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_112/evaluation_report.json,agentmark,AgentMark-F exact probabilities,5,5,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_112/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,112,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_112/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_113/evaluation_report.json,agentmark,AgentMark-F exact probabilities,3,3,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_113/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,2,2,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,113,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_113/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_114/evaluation_report.json,agentmark,AgentMark-F exact probabilities,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_114/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,114,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_114/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,1,1,0,1,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_115/evaluation_report.json,agentmark,AgentMark-F exact probabilities,6,6,0,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_115/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,4,4,0,2,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,115,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_115/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,2,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_116/evaluation_report.json,agentmark,AgentMark-F exact probabilities,17,17,0,9,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_116/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,3,3,0,1,8,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,116,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_116/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,3,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_117/evaluation_report.json,agentmark,AgentMark-F exact probabilities,21,21,0,11,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_117/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,12,12,0,5,6,0,01011000,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,117,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_117/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,9,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_118/evaluation_report.json,agentmark,AgentMark-F exact probabilities,25,25,0,12,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_118/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,15,15,0,6,6,0,01110101,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,118,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_118/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,1,11,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_119/evaluation_report.json,agentmark,AgentMark-F exact probabilities,22,22,0,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_119/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,18,18,0,6,2,0,00100001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,119,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_119/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,3,3,0,2,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_120/evaluation_report.json,agentmark,AgentMark-F exact probabilities,4,4,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_120/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,120,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_120/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_121/evaluation_report.json,agentmark,AgentMark-F exact probabilities,12,12,0,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_121/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,6,6,0,3,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,121,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_121/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_122/evaluation_report.json,agentmark,AgentMark-F exact probabilities,28,28,0,14,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_122/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,18,18,0,7,7,0,10000111,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,122,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_122/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,5,9,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_123/evaluation_report.json,agentmark,AgentMark-F exact probabilities,9,9,0,4,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_123/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,7,7,0,3,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,123,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_123/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,4,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_124/evaluation_report.json,agentmark,AgentMark-F exact probabilities,43,43,0,21,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_124/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,32,32,0,14,7,0,00100100,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,124,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_124/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,3,18,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_125/evaluation_report.json,agentmark,AgentMark-F exact probabilities,18,18,0,6,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_125/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,9,9,0,3,3,0,01010010,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,125,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_125/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,3,3,0,1,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_126/evaluation_report.json,agentmark,AgentMark-F exact probabilities,30,30,0,13,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_126/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,13,13,0,5,8,0,10110010,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,126,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_126/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,2,11,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_127/evaluation_report.json,agentmark,AgentMark-F exact probabilities,12,12,0,5,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_127/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,9,9,0,3,2,0,00100001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,127,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_127/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_128/evaluation_report.json,agentmark,AgentMark-F exact probabilities,16,16,0,8,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_128/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,5,5,0,2,6,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,128,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_128/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,3,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_129/evaluation_report.json,agentmark,AgentMark-F exact probabilities,13,13,0,7,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_129/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,10,10,0,5,2,0,01100011,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,129,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_129/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,5,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_130/evaluation_report.json,agentmark,AgentMark-F exact probabilities,41,41,0,18,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_130/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,16,16,0,7,11,0,01111110,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,130,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_130/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,3,3,0,2,16,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_131/evaluation_report.json,agentmark,AgentMark-F exact probabilities,40,40,0,20,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_131/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,16,16,0,5,15,0,11011110,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,131,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_131/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,9,9,0,6,14,0,,False,rank_deficient
alfworld,agentmark,deepseek,ID,1,132,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_132/evaluation_report.json,agentmark,AgentMark-F exact probabilities,5,5,0,4,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,132,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_132/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,0,0,0,0,4,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,132,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_132/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,133,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_133/evaluation_report.json,agentmark,AgentMark-F exact probabilities,31,31,0,17,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,133,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_133/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,17,17,0,8,9,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,133,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_133/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,4,4,0,3,14,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,134,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_134/evaluation_report.json,agentmark,AgentMark-F exact probabilities,3,3,0,3,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,134,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_134/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,1,1,0,1,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,134,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_134/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,1,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,135,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_135/evaluation_report.json,agentmark,AgentMark-F exact probabilities,39,39,0,17,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,135,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_135/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,22,22,0,8,9,0,10101001,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,135,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_135/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,7,7,0,5,12,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,136,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_136/evaluation_report.json,agentmark,AgentMark-F exact probabilities,48,48,0,21,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,136,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_136/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,30,30,0,12,9,0,11001011,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,136,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_136/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,10,10,0,6,15,0,00000111,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,137,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_137/evaluation_report.json,agentmark,AgentMark-F exact probabilities,30,30,0,15,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,137,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_137/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,14,14,0,6,9,0,10110000,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,137,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_137/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,3,3,0,3,12,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,138,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_138/evaluation_report.json,agentmark,AgentMark-F exact probabilities,20,20,0,11,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,138,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_138/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,15,15,0,7,4,0,00000111,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,138,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_138/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,9,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,1,139,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_139/evaluation_report.json,agentmark,AgentMark-F exact probabilities,49,49,0,21,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,1,139,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_139/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,24,24,0,9,12,0,01001010,False,payload_mismatch
alfworld,agentmark,deepseek,ID,1,139,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_1/ID/task_139/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,6,6,0,3,18,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,2,000,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_000/evaluation_report.json,agentmark,AgentMark-F exact probabilities,4,4,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,2,000,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_000/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,4,4,0,2,0,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,2,000,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_000/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,0,0,0,0,2,0,,False,insufficient_packets
alfworld,agentmark,deepseek,ID,2,001,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_001/evaluation_report.json,agentmark,AgentMark-F exact probabilities,38,38,0,16,0,0,11001101,True,
alfworld,agentmark,deepseek,ID,2,001,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_001/evaluation_report.json,agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,24,24,0,9,7,0,11001000,False,payload_mismatch
alfworld,agentmark,deepseek,ID,2,001,11001101,8,2025,/Users/local/AgentMarkBeta/实验数据/remote_data/extracted/output-0510/alfworld/agentmark/deepseek/run_2/ID/task_001/evaluation_report.json,rank,AsymAgentMark-TK top-10 rank,2,2,0,2,14,0,,False,insufficient_packets
