trial,selected,consumed_bits,decoded_bits,expected_bits,decode_ok,keyed_order
378,a4,1,1,1,True,a5 a2 a4 a1 a3 a6 a0 a7
379,a3,2,10,10,True,a4 a6 a2 a3 a1 a7 a5 a0
380,a6,2,01,01,True,a3 a1 a5 a7 a2 a0 a6 a4
381,a2,2,10,10,True,a5 a6 a0 a2 a3 a1 a7 a4
382,a0,2,11,11,True,a7 a6 a4 a5 a1 a3 a0 a2
383,a2,0,,,True,a2 a4 a1 a7 a3 a6 a5 a0
384,a7,3,100,100,True,a2 a5 a3 a6 a0 a4 a1 a7
385,a5,2,11,11,True,a6 a7 a0 a1 a2 a5 a4 a3
386,a4,0,,,True,a4 a5 a3 a0 a6 a2 a7 a1
387,a0,1,0,0,True,a1 a7 a0 a5 a2 a6 a3 a4
388,a5,2,11,11,True,a2 a1 a7 a3 a6 a4 a5 a0
389,a1,2,10,10,True,a7 a5 a3 a1 a6 a4 a0 a2
390,a0,1,0,0,True,a6 a1 a0 a3 a5 a7 a2 a4
391,a2,0,,,True,a2 a4 a5 a1 a6 a7 a3 a0
392,a0,1,1,1,True,a2 a6 a4 a7 a0 a1 a5 a3
393,a4,2,10,10,True,a1 a2 a3 a4 a7 a0 a5 a6
394,a4,0,,,True,a4 a6 a1 a3 a5 a7 a0 a2
395,a6,2,11,11,True,a2 a0 a1 a3 a4 a5 a6 a7
396,a5,2,10,10,True,a6 a4 a3 a0 a7 a5 a1 a2
397,a1,1,0,0,True,a0 a3 a7 a2 a1 a4 a6 a5
398,a7,1,1,1,True,a4 a7 a5 a6 a3 a0 a2 a1
399,a1,1,1,1,True,a2 a6 a1 a5 a0 a3 a7 a4
400,a6,2,01,01,True,a0 a2 a5 a3 a4 a7 a6 a1
401,a1,1,1,1,True,a7 a1 a3 a6 a5 a2 a0 a4
402,a1,3,100,100,True,a4 a7 a3 a5 a6 a2 a0 a1
403,a0,0,,,True,a0 a5 a3 a1 a6 a4 a7 a2
404,a5,1,1,1,True,a6 a7 a5 a2 a0 a1 a4 a3
405,a3,3,101,101,True,a4 a7 a6 a5 a1 a2 a0 a3
406,a7,2,11,11,True,a1 a5 a0 a3 a2 a7 a6 a4
407,a7,2,00,00,True,a3 a4 a2 a0 a6 a5 a7 a1
408,a0,1,1,1,True,a1 a2 a6 a4 a0 a7 a5 a3
409,a6,1,1,1,True,a3 a6 a4 a7 a0 a1 a2 a5
410,a1,1,0,0,True,a0 a5 a3 a6 a1 a7 a2 a4
411,a4,1,1,1,True,a0 a7 a2 a5 a4 a6 a3 a1
412,a7,3,110,110,True,a1 a3 a0 a5 a2 a4 a6 a7
413,a7,2,01,01,True,a0 a6 a5 a7 a3 a2 a4 a1
414,a7,2,10,10,True,a6 a0 a3 a4 a1 a7 a2 a5
415,a1,1,1,1,True,a5 a4 a7 a3 a1 a2 a6 a0
416,a7,0,,,True,a7 a1 a6 a4 a2 a5 a3 a0
417,a4,1,1,1,True,a7 a5 a0 a6 a4 a2 a1 a3
418,a4,2,10,10,True,a5 a2 a7 a0 a6 a1 a4 a3
419,a7,1,0,0,True,a0 a3 a5 a6 a7 a2 a4 a1
420,a1,1,1,1,True,a3 a1 a7 a0 a2 a6 a4 a5
421,a5,1,1,1,True,a4 a5 a6 a1 a7 a2 a0 a3
422,a4,1,0,0,True,a7 a2 a0 a6 a4 a5 a3 a1
423,a3,1,1,1,True,a2 a3 a6 a0 a1 a7 a5 a4
424,a5,1,1,1,True,a0 a6 a4 a3 a5 a7 a2 a1
425,a2,2,10,10,True,a7 a6 a3 a0 a1 a5 a2 a4
426,a6,2,01,01,True,a7 a2 a1 a4 a5 a3 a6 a0
427,a5,2,10,10,True,a1 a7 a3 a0 a2 a5 a6 a4
428,a2,1,1,1,True,a3 a7 a2 a6 a0 a4 a1 a5
429,a7,1,1,1,True,a4 a7 a5 a1 a3 a0 a6 a2
430,a6,2,10,10,True,a2 a7 a3 a0 a4 a1 a6 a5
431,a5,2,01,01,True,a0 a7 a1 a5 a6 a3 a4 a2
432,a4,2,10,10,True,a0 a6 a5 a4 a7 a3 a1 a2
433,a4,1,1,1,True,a5 a4 a3 a6 a7 a1 a0 a2
434,a6,3,110,110,True,a2 a5 a7 a0 a4 a3 a1 a6
435,a0,2,01,01,True,a5 a6 a4 a7 a1 a0 a3 a2
436,a3,1,1,1,True,a6 a2 a1 a5 a3 a0 a4 a7
437,a4,2,01,01,True,a1 a5 a6 a4 a2 a3 a0 a7
438,a3,0,,,True,a3 a7 a1 a0 a2 a5 a4 a6
439,a0,2,11,11,True,a1 a7 a4 a0 a5 a6 a2 a3
440,a4,0,,,True,a4 a6 a5 a7 a0 a1 a2 a3
441,a6,3,001,001,True,a0 a4 a3 a2 a1 a7 a5 a6
442,a5,2,10,10,True,a2 a7 a1 a5 a0 a4 a6 a3
443,a5,1,1,1,True,a3 a5 a0 a4 a7 a1 a2 a6
444,a3,3,110,110,True,a7 a6 a4 a1 a5 a2 a0 a3
445,a4,3,011,011,True,a7 a6 a0 a1 a5 a2 a3 a4
446,a1,2,01,01,True,a2 a3 a0 a6 a5 a1 a7 a4
447,a1,0,,,True,a1 a3 a6 a2 a4 a0 a7 a5
448,a0,3,110,110,True,a3 a4 a2 a1 a5 a6 a7 a0
449,a6,1,0,0,True,a0 a6 a1 a2 a3 a7 a5 a4
450,a0,2,11,11,True,a3 a6 a2 a4 a1 a7 a0 a5
451,a5,2,01,01,True,a2 a3 a1 a7 a4 a0 a5 a6
452,a3,2,11,11,True,a6 a0 a7 a5 a4 a2 a3 a1
453,a7,2,00,00,True,a5 a4 a3 a7 a2 a1 a6 a0
454,a0,2,11,11,True,a4 a2 a7 a6 a1 a5 a0 a3
455,a0,1,0,0,True,a1 a3 a0 a5 a7 a6 a4 a2
456,a4,1,1,1,True,a0 a4 a3 a2 a5 a1 a7 a6
457,a6,1,1,1,True,a3 a0 a5 a1 a6 a7 a4 a2
458,a2,2,10,10,True,a3 a5 a6 a1 a4 a2 a7 a0
459,a3,2,01,01,True,a6 a5 a2 a3 a7 a4 a1 a0
460,a4,1,1,1,True,a2 a4 a7 a0 a3 a5 a6 a1
461,a1,2,01,01,True,a2 a7 a4 a0 a3 a5 a1 a6
462,a3,2,11,11,True,a2 a6 a7 a3 a0 a4 a1 a5
463,a5,3,001,001,True,a2 a6 a3 a7 a1 a4 a0 a5
464,a6,3,101,101,True,a4 a5 a7 a1 a0 a2 a3 a6
465,a5,2,11,11,True,a3 a1 a6 a5 a2 a7 a0 a4
466,a7,1,0,0,True,a4 a7 a6 a3 a2 a5 a0 a1
467,a1,3,011,011,True,a6 a5 a2 a0 a3 a7 a4 a1
468,a4,2,01,01,True,a1 a3 a0 a4 a2 a6 a7 a5
469,a4,2,11,11,True,a1 a3 a2 a0 a7 a4 a6 a5
470,a1,0,,,True,a1 a4 a2 a5 a0 a3 a7 a6
471,a7,2,00,00,True,a5 a1 a6 a7 a3 a2 a4 a0
472,a1,1,1,1,True,a6 a7 a0 a5 a1 a4 a2 a3
473,a0,1,1,1,True,a1 a0 a4 a2 a5 a7 a6 a3
474,a6,1,0,0,True,a1 a6 a3 a4 a0 a5 a2 a7
475,a6,1,1,1,True,a1 a5 a2 a3 a6 a4 a7 a0
476,a5,0,,,True,a5 a1 a4 a7 a2 a0 a6 a3
477,a3,3,110,110,True,a6 a2 a7 a0 a1 a5 a4 a3
478,a4,2,01,01,True,a2 a0 a3 a4 a5 a7 a1 a6
479,a5,1,1,1,True,a3 a6 a5 a2 a0 a4 a1 a7
480,a7,2,01,01,True,a2 a0 a6 a5 a1 a3 a7 a4
481,a5,1,1,1,True,a0 a5 a6 a7 a2 a4 a1 a3
482,a0,3,100,100,True,a3 a7 a1 a4 a2 a6 a5 a0
483,a4,0,,,True,a4 a6 a0 a7 a5 a2 a3 a1
484,a5,0,,,True,a5 a6 a3 a1 a4 a7 a2 a0
485,a1,1,1,1,True,a7 a6 a0 a4 a1 a3 a2 a5
486,a5,2,10,10,True,a3 a1 a2 a4 a0 a5 a6 a7
487,a3,1,1,1,True,a6 a0 a3 a4 a7 a1 a2 a5
488,a7,1,1,1,True,a5 a7 a6 a1 a0 a2 a4 a3
489,a7,1,1,1,True,a2 a7 a3 a4 a1 a0 a6 a5
490,a5,1,0,0,True,a3 a5 a2 a4 a0 a1 a6 a7
491,a6,0,,,True,a6 a5 a2 a1 a7 a0 a4 a3
492,a2,1,0,0,True,a5 a2 a6 a4 a1 a7 a3 a0
493,a1,1,1,1,True,a4 a5 a1 a7 a0 a6 a2 a3
494,a4,3,101,101,True,a1 a5 a0 a3 a2 a7 a6 a4
495,a5,1,1,1,True,a6 a5 a1 a3 a7 a4 a2 a0
496,a7,2,10,10,True,a0 a5 a3 a7 a2 a6 a4 a1
497,a6,1,0,0,True,a1 a6 a5 a4 a0 a3 a7 a2
498,a5,2,11,11,True,a0 a1 a3 a2 a7 a6 a5 a4
499,a5,1,0,0,True,a3 a5 a7 a0 a2 a1 a6 a4
500,a3,1,1,1,True,a5 a3 a4 a1 a0 a2 a7 a6
501,a4,1,1,1,True,a6 a1 a2 a3 a4 a5 a7 a0
502,a7,2,10,10,True,a4 a0 a1 a2 a5 a6 a7 a3
503,a4,2,01,01,True,a7 a1 a2 a5 a6 a4 a0 a3
504,a4,2,10,10,True,a5 a3 a7 a4 a0 a2 a1 a6
505,a2,2,11,11,True,a1 a6 a3 a2 a7 a4 a5 a0
506,a0,2,10,10,True,a6 a2 a4 a7 a1 a3 a0 a5
507,a0,0,,,True,a0 a7 a1 a2 a3 a5 a4 a6
508,a3,2,01,01,True,a5 a7 a2 a0 a4 a3 a6 a1
509,a2,1,1,1,True,a6 a3 a2 a4 a5 a7 a1 a0
510,a4,0,,,True,a4 a7 a6 a5 a1 a3 a2 a0
511,a2,2,01,01,True,a5 a6 a0 a4 a3 a2 a1 a7
512,a2,0,,,True,a2 a0 a5 a3 a6 a7 a4 a1
513,a4,2,11,11,True,a5 a1 a7 a3 a2 a0 a4 a6
514,a1,3,001,001,True,a4 a2 a7 a0 a5 a3 a6 a1
515,a1,1,1,1,True,a7 a5 a4 a6 a1 a2 a0 a3
516,a5,1,0,0,True,a6 a5 a0 a4 a1 a2 a3 a7
517,a7,2,11,11,True,a5 a6 a3 a2 a0 a7 a1 a4
518,a3,2,10,10,True,a0 a1 a7 a3 a5 a6 a2 a4
519,a7,1,0,0,True,a3 a7 a4 a6 a1 a0 a2 a5
520,a3,1,1,1,True,a7 a3 a2 a1 a5 a6 a4 a0
521,a7,1,1,1,True,a4 a7 a2 a0 a6 a3 a1 a5
522,a5,2,01,01,True,a3 a4 a1 a6 a0 a2 a5 a7
523,a4,2,11,11,True,a0 a5 a2 a6 a1 a7 a4 a3
524,a2,1,0,0,True,a7 a5 a6 a3 a2 a0 a1 a4
525,a0,3,011,011,True,a7 a2 a3 a1 a6 a5 a4 a0
526,a5,0,,,True,a5 a6 a7 a1 a2 a3 a0 a4
527,a6,1,0,0,True,a4 a6 a3 a5 a0 a7 a2 a1
528,a6,2,11,11,True,a2 a1 a5 a6 a3 a0 a7 a4
529,a6,0,,,True,a6 a0 a4 a3 a2 a7 a1 a5
530,a4,2,10,10,True,a2 a7 a0 a4 a6 a5 a1 a3
531,a3,0,,,True,a3 a7 a0 a1 a5 a4 a2 a6
532,a3,0,,,True,a3 a6 a7 a4 a2 a5 a0 a1
533,a1,1,0,0,True,a5 a7 a2 a3 a1 a0 a6 a4
534,a4,1,1,1,True,a6 a4 a1 a5 a0 a3 a7 a2
535,a1,3,101,101,True,a5 a6 a2 a7 a3 a0 a4 a1
536,a3,3,110,110,True,a0 a5 a2 a6 a7 a1 a4 a3
537,a6,2,01,01,True,a2 a5 a3 a7 a1 a6 a0 a4
538,a7,3,101,101,True,a2 a0 a4 a5 a6 a3 a1 a7
539,a7,3,110,110,True,a4 a3 a0 a6 a1 a5 a2 a7
540,a5,1,0,0,True,a6 a7 a4 a3 a5 a2 a0 a1
541,a0,2,11,11,True,a7 a4 a3 a1 a5 a2 a0 a6
542,a4,1,0,0,True,a7 a4 a3 a0 a5 a2 a6 a1
543,a4,3,111,111,True,a7 a6 a3 a5 a0 a1 a2 a4
544,a3,0,,,True,a3 a7 a2 a5 a4 a6 a1 a0
545,a3,0,,,True,a3 a4 a0 a1 a5 a7 a2 a6
546,a5,2,00,00,True,a1 a0 a2 a6 a7 a5 a3 a4
547,a5,3,110,110,True,a0 a6 a4 a3 a7 a2 a1 a5
548,a6,1,1,1,True,a1 a6 a0 a5 a2 a3 a4 a7
549,a0,1,1,1,True,a3 a5 a0 a4 a2 a7 a6 a1
550,a1,1,1,1,True,a6 a1 a0 a3 a4 a7 a5 a2
551,a3,1,0,0,True,a5 a4 a2 a1 a3 a0 a7 a6
552,a7,2,01,01,True,a2 a6 a4 a3 a0 a5 a7 a1
553,a3,1,1,1,True,a1 a4 a3 a7 a2 a0 a5 a6
554,a5,2,01,01,True,a0 a3 a7 a5 a6 a4 a2 a1
555,a4,2,11,11,True,a3 a6 a0 a4 a1 a5 a2 a7
556,a3,1,0,0,True,a6 a3 a0 a4 a2 a5 a1 a7
557,a2,1,0,0,True,a3 a1 a0 a4 a2 a6 a5 a7
558,a1,3,110,110,True,a0 a5 a4 a3 a6 a7 a2 a1
559,a7,0,,,True,a7 a1 a3 a5 a4 a6 a2 a0
560,a5,1,1,1,True,a0 a5 a2 a7 a3 a4 a6 a1
561,a7,3,110,110,True,a3 a0 a4 a2 a6 a1 a5 a7
562,a6,3,011,011,True,a7 a2 a3 a4 a5 a0 a1 a6
563,a3,1,0,0,True,a6 a7 a3 a1 a2 a0 a5 a4
564,a6,1,1,1,True,a4 a0 a6 a2 a7 a1 a5 a3
565,a7,2,11,11,True,a5 a0 a2 a4 a3 a7 a6 a1
566,a1,0,,,True,a1 a2 a5 a6 a4 a7 a0 a3
567,a3,2,00,00,True,a1 a5 a6 a2 a7 a3 a0 a4
568,a5,3,110,110,True,a0 a1 a3 a2 a7 a6 a4 a5
569,a4,1,1,1,True,a7 a0 a4 a6 a5 a2 a3 a1
570,a7,2,11,11,True,a2 a6 a0 a7 a3 a5 a1 a4
571,a5,1,0,0,True,a7 a1 a6 a4 a5 a0 a2 a3
572,a4,2,01,01,True,a0 a3 a2 a7 a5 a6 a4 a1
573,a2,2,10,10,True,a3 a0 a4 a2 a7 a6 a1 a5
574,a0,1,1,1,True,a4 a0 a7 a6 a5 a3 a2 a1
575,a2,1,1,1,True,a7 a5 a2 a0 a4 a3 a1 a6
576,a3,2,10,10,True,a5 a6 a2 a3 a4 a0 a1 a7
577,a5,1,0,0,True,a4 a6 a5 a7 a0 a1 a3 a2
578,a5,2,11,11,True,a2 a6 a3 a1 a4 a0 a5 a7
579,a2,1,0,0,True,a3 a6 a7 a1 a2 a0 a4 a5
580,a2,1,1,1,True,a4 a6 a2 a3 a1 a7 a0 a5
581,a5,1,1,1,True,a6 a5 a0 a1 a2 a4 a3 a7
582,a1,1,1,1,True,a3 a1 a7 a0 a4 a6 a2 a5
583,a2,2,00,00,True,a4 a0 a7 a6 a5 a3 a2 a1
584,a7,1,1,1,True,a4 a0 a7 a6 a2 a1 a3 a5
585,a5,0,,,True,a5 a2 a7 a6 a4 a0 a3 a1
586,a7,1,1,1,True,a6 a1 a7 a3 a2 a5 a4 a0
587,a1,0,,,True,a1 a7 a2 a4 a5 a3 a6 a0
588,a4,1,0,0,True,a1 a4 a3 a2 a7 a5 a6 a0
589,a5,0,,,True,a5 a4 a3 a7 a0 a1 a6 a2
590,a2,3,111,111,True,a0 a3 a5 a4 a7 a1 a6 a2
591,a1,2,00,00,True,a0 a3 a6 a1 a4 a7 a2 a5
592,a5,2,11,11,True,a4 a0 a2 a5 a3 a6 a1 a7
593,a2,1,0,0,True,a3 a2 a0 a5 a6 a1 a7 a4
594,a6,2,11,11,True,a5 a0 a3 a4 a2 a1 a6 a7
595,a7,1,1,1,True,a3 a4 a1 a6 a7 a5 a2 a0
596,a4,2,00,00,True,a0 a7 a2 a5 a6 a4 a1 a3
597,a6,2,11,11,True,a2 a7 a5 a0 a4 a6 a1 a3
598,a3,1,0,0,True,a2 a5 a0 a1 a3 a4 a6 a7
599,a3,1,1,1,True,a1 a2 a5 a4 a3 a0 a7 a6
600,a0,2,11,11,True,a3 a7 a6 a0 a2 a5 a4 a1
601,a3,3,001,001,True,a1 a0 a5 a6 a7 a2 a4 a3
602,a0,2,10,10,True,a5 a4 a6 a7 a1 a2 a0 a3
603,a4,2,11,11,True,a2 a7 a6 a5 a0 a4 a1 a3
604,a2,3,100,100,True,a6 a7 a0 a3 a4 a5 a1 a2
605,a5,1,1,1,True,a3 a5 a1 a7 a0 a4 a2 a6
606,a3,0,,,True,a3 a7 a2 a4 a0 a6 a1 a5
607,a0,0,,,True,a0 a4 a2 a1 a3 a6 a5 a7
608,a3,1,1,1,True,a1 a4 a5 a2 a3 a7 a6 a0
609,a1,1,0,0,True,a5 a1 a0 a2 a4 a7 a3 a6
610,a0,1,1,1,True,a7 a5 a4 a3 a0 a6 a2 a1
611,a5,1,1,1,True,a2 a3 a0 a1 a5 a4 a6 a7
612,a1,3,100,100,True,a5 a0 a7 a2 a4 a6 a3 a1
613,a3,1,1,1,True,a2 a3 a5 a1 a4 a7 a6 a0
614,a0,2,10,10,True,a7 a3 a6 a0 a1 a4 a2 a5
615,a3,1,1,1,True,a6 a4 a3 a5 a0 a2 a1 a7
616,a6,3,110,110,True,a5 a4 a0 a7 a3 a1 a2 a6
617,a7,2,01,01,True,a2 a0 a5 a4 a3 a7 a1 a6
618,a4,0,,,True,a4 a6 a2 a0 a5 a3 a1 a7
619,a5,2,10,10,True,a0 a1 a6 a2 a4 a5 a7 a3
620,a1,2,11,11,True,a7 a2 a6 a1 a5 a0 a4 a3
621,a0,1,1,1,True,a2 a5 a7 a1 a0 a3 a6 a4
622,a7,1,0,0,True,a1 a5 a2 a3 a7 a4 a0 a6
623,a1,3,011,011,True,a0 a7 a5 a3 a2 a4 a6 a1
624,a6,3,011,011,True,a4 a1 a2 a3 a5 a7 a0 a6
625,a2,3,100,100,True,a7 a0 a4 a5 a6 a1 a3 a2
626,a4,1,1,1,True,a2 a6 a4 a3 a7 a1 a0 a5
627,a6,3,101,101,True,a0 a1 a7 a2 a4 a5 a3 a6
628,a4,1,1,1,True,a2 a7 a5 a1 a4 a6 a0 a3
629,a2,2,10,10,True,a5 a0 a4 a2 a7 a1 a6 a3
630,a1,1,0,0,True,a3 a0 a1 a5 a2 a6 a4 a7
631,a5,1,1,1,True,a3 a7 a4 a2 a5 a1 a6 a0
632,a6,1,1,1,True,a2 a6 a1 a4 a7 a0 a3 a5
633,a6,2,01,01,True,a2 a4 a1 a6 a7 a5 a0 a3
634,a3,2,11,11,True,a2 a4 a0 a1 a7 a3 a5 a6
635,a6,1,0,0,True,a7 a6 a5 a2 a1 a0 a3 a4
636,a7,2,01,01,True,a4 a3 a6 a7 a0 a5 a2 a1
637,a7,2,10,10,True,a1 a2 a4 a5 a6 a7 a3 a0
638,a3,0,,,True,a3 a2 a6 a1 a4 a7 a5 a0
639,a5,2,11,11,True,a0 a2 a3 a5 a7 a1 a6 a4
640,a6,1,1,1,True,a2 a3 a4 a1 a6 a0 a5 a7
641,a1,1,0,0,True,a5 a3 a1 a0 a2 a7 a4 a6
642,a4,2,01,01,True,a1 a5 a3 a0 a6 a2 a4 a7
643,a4,2,10,10,True,a1 a5 a6 a4 a0 a3 a7 a2
644,a7,0,,,True,a7 a1 a3 a0 a2 a6 a4 a5
645,a4,1,1,1,True,a1 a2 a4 a0 a7 a6 a5 a3
646,a7,2,11,11,True,a4 a3 a6 a2 a5 a7 a1 a0
647,a5,1,0,0,True,a7 a4 a5 a2 a3 a1 a6 a0
648,a1,2,01,01,True,a0 a5 a4 a1 a6 a2 a3 a7
649,a3,3,101,101,True,a7 a0 a5 a4 a2 a6 a1 a3
650,a5,3,110,110,True,a1 a7 a3 a0 a2 a4 a6 a5
651,a6,1,1,1,True,a3 a0 a6 a2 a4 a5 a1 a7
652,a6,2,10,10,True,a3 a5 a7 a2 a4 a6 a1 a0
653,a6,3,011,011,True,a3 a5 a7 a1 a2 a4 a0 a6
654,a7,1,0,0,True,a2 a4 a1 a5 a7 a0 a3 a6
655,a1,1,1,1,True,a2 a4 a7 a5 a1 a0 a6 a3
656,a7,1,1,1,True,a4 a5 a0 a3 a7 a6 a1 a2
657,a4,1,1,1,True,a3 a6 a4 a1 a7 a0 a5 a2
658,a3,1,0,0,True,a5 a2 a4 a6 a3 a0 a7 a1
659,a3,2,01,01,True,a1 a5 a6 a3 a4 a7 a2 a0
660,a7,2,10,10,True,a2 a3 a6 a4 a5 a7 a0 a1
661,a3,2,11,11,True,a0 a1 a7 a3 a2 a6 a5 a4
662,a5,0,,,True,a5 a1 a2 a6 a4 a0 a3 a7
663,a4,1,1,1,True,a6 a3 a4 a2 a0 a1 a5 a7
664,a4,1,0,0,True,a0 a6 a1 a2 a4 a7 a3 a5
665,a6,1,0,0,True,a1 a2 a3 a7 a6 a5 a0 a4
666,a6,0,,,True,a6 a7 a0 a5 a3 a2 a4 a1
667,a6,1,1,1,True,a3 a5 a4 a0 a6 a2 a1 a7
668,a4,2,10,10,True,a7 a3 a0 a4 a2 a6 a1 a5
669,a1,1,1,1,True,a3 a1 a4 a5 a0 a7 a2 a6
670,a1,2,11,11,True,a2 a7 a6 a1 a3 a0 a4 a5
671,a1,2,00,00,True,a4 a5 a3 a6 a2 a7 a1 a0
672,a4,1,1,1,True,a0 a4 a7 a6 a2 a1 a5 a3
673,a2,1,1,1,True,a1 a6 a2 a4 a5 a0 a7 a3
674,a6,1,0,0,True,a4 a6 a3 a7 a2 a1 a5 a0
675,a2,1,1,1,True,a7 a3 a5 a1 a2 a6 a0 a4
676,a2,2,11,11,True,a3 a7 a5 a4 a1 a2 a6 a0
677,a1,1,0,0,True,a6 a0 a7 a4 a1 a2 a5 a3
678,a3,1,0,0,True,a7 a6 a2 a4 a3 a1 a0 a5
679,a4,1,1,1,True,a0 a3 a4 a1 a7 a6 a2 a5
680,a5,3,101,101,True,a3 a0 a2 a4 a1 a6 a7 a5
681,a7,1,1,1,True,a4 a5 a7 a0 a1 a2 a6 a3
682,a7,1,1,1,True,a5 a4 a2 a6 a7 a1 a0 a3
683,a4,1,0,0,True,a6 a4 a2 a3 a1 a5 a7 a0
684,a7,1,0,0,True,a2 a1 a6 a4 a7 a5 a0 a3
685,a7,2,11,11,True,a0 a4 a5 a2 a1 a7 a3 a6
686,a5,2,01,01,True,a1 a0 a6 a5 a7 a4 a3 a2
687,a4,2,11,11,True,a0 a6 a2 a3 a7 a4 a5 a1
688,a6,1,0,0,True,a5 a6 a4 a7 a3 a2 a0 a1
689,a3,2,01,01,True,a7 a5 a1 a6 a2 a0 a3 a4
690,a5,1,1,1,True,a1 a0 a4 a3 a5 a7 a6 a2
691,a0,2,01,01,True,a3 a6 a2 a0 a7 a5 a4 a1
692,a3,2,11,11,True,a5 a7 a2 a4 a0 a3 a6 a1
693,a3,2,00,00,True,a0 a5 a1 a3 a6 a4 a7 a2
694,a7,1,1,1,True,a4 a7 a0 a2 a1 a5 a6 a3
695,a5,1,1,1,True,a1 a2 a5 a7 a4 a3 a6 a0
696,a0,0,,,True,a0 a4 a2 a7 a6 a5 a1 a3
697,a2,3,011,011,True,a6 a0 a1 a3 a5 a7 a4 a2
698,a5,1,1,1,True,a2 a5 a0 a4 a7 a3 a1 a6
699,a1,2,00,00,True,a7 a2 a3 a5 a6 a4 a1 a0
700,a2,1,1,1,True,a6 a0 a3 a5 a2 a7 a4 a1
701,a7,0,,,True,a7 a3 a1 a5 a0 a6 a2 a4
702,a7,2,10,10,True,a6 a2 a3 a7 a0 a4 a1 a5
703,a4,0,,,True,a4 a1 a7 a0 a2 a5 a6 a3
704,a1,2,11,11,True,a4 a0 a7 a2 a6 a5 a1 a3
705,a6,3,100,100,True,a3 a1 a0 a5 a7 a2 a4 a6
706,a2,2,11,11,True,a1 a4 a3 a0 a5 a6 a2 a7
707,a0,1,0,0,True,a5 a1 a3 a6 a0 a4 a2 a7
708,a6,1,1,1,True,a2 a1 a5 a3 a6 a7 a0 a4
709,a1,2,11,11,True,a0 a7 a6 a4 a3 a1 a2 a5
710,a1,2,00,00,True,a0 a7 a4 a1 a2 a3 a5 a6
711,a2,0,,,True,a2 a4 a1 a3 a6 a5 a0 a7
712,a4,2,11,11,True,a7 a1 a5 a6 a2 a4 a3 a0
713,a0,1,0,0,True,a5 a0 a1 a7 a6 a2 a3 a4
714,a5,2,11,11,True,a7 a1 a6 a5 a2 a3 a0 a4
715,a3,1,1,1,True,a7 a3 a0 a4 a5 a6 a1 a2
716,a2,1,0,0,True,a6 a7 a1 a0 a2 a3 a4 a5
717,a6,3,011,011,True,a5 a1 a2 a4 a7 a3 a0 a6
718,a7,1,0,0,True,a0 a3 a7 a4 a2 a5 a6 a1
719,a4,0,,,True,a4 a7 a1 a6 a3 a0 a5 a2
720,a0,0,,,True,a0 a1 a3 a2 a4 a6 a5 a7
721,a3,1,1,1,True,a6 a2 a3 a7 a1 a5 a4 a0
722,a2,1,1,1,True,a4 a5 a2 a7 a0 a6 a3 a1
723,a4,1,1,1,True,a1 a7 a4 a6 a5 a0 a3 a2
724,a1,3,001,001,True,a2 a5 a6 a3 a0 a4 a7 a1
725,a0,1,1,1,True,a4 a0 a1 a7 a3 a2 a6 a5
726,a7,0,,,True,a7 a6 a3 a2 a4 a1 a0 a5
727,a3,1,0,0,True,a6 a1 a3 a5 a0 a7 a4 a2
728,a4,2,11,11,True,a1 a7 a6 a0 a2 a4 a5 a3
729,a3,2,10,10,True,a0 a2 a6 a5 a7 a1 a3 a4
730,a2,3,011,011,True,a5 a6 a3 a0 a7 a1 a4 a2
731,a3,3,011,011,True,a6 a5 a2 a0 a7 a1 a4 a3
732,a6,3,100,100,True,a4 a3 a7 a0 a5 a2 a1 a6
733,a4,2,11,11,True,a0 a3 a6 a5 a7 a4 a2 a1
734,a5,2,01,01,True,a4 a0 a2 a7 a1 a5 a3 a6
735,a1,2,11,11,True,a0 a5 a4 a2 a3 a7 a1 a6
736,a0,3,001,001,True,a4 a2 a3 a6 a5 a1 a7 a0
737,a0,1,1,1,True,a6 a1 a0 a5 a3 a2 a4 a7
738,a4,1,0,0,True,a3 a1 a2 a0 a4 a6 a5 a7
739,a2,2,11,11,True,a0 a1 a6 a4 a7 a5 a2 a3
740,a0,2,10,10,True,a7 a1 a2 a0 a4 a3 a5 a6
741,a6,2,01,01,True,a3 a0 a2 a1 a5 a7 a6 a4
742,a6,2,10,10,True,a2 a3 a7 a0 a5 a6 a1 a4
743,a3,1,1,1,True,a5 a7 a4 a0 a3 a1 a6 a2
744,a6,3,110,110,True,a3 a1 a7 a4 a5 a0 a2 a6
745,a3,2,01,01,True,a4 a5 a0 a6 a1 a7 a3 a2
746,a2,0,,,True,a2 a0 a4 a6 a7 a5 a3 a1
747,a4,2,10,10,True,a1 a2 a7 a3 a5 a4 a6 a0
748,a3,2,11,11,True,a5 a1 a6 a4 a7 a2 a3 a0
749,a4,1,1,1,True,a2 a3 a4 a0 a6 a7 a1 a5
750,a5,2,00,00,True,a0 a7 a4 a2 a3 a5 a6 a1
751,a6,2,11,11,True,a1 a3 a0 a7 a5 a2 a6 a4
752,a0,3,011,011,True,a6 a5 a2 a4 a1 a7 a3 a0
753,a6,1,1,1,True,a0 a6 a1 a2 a4 a7 a3 a5
754,a0,2,00,00,True,a2 a3 a6 a1 a7 a0 a5 a4
755,a6,1,1,1,True,a0 a5 a1 a3 a6 a2 a4 a7
756,a4,1,1,1,True,a3 a1 a4 a2 a6 a0 a5 a7
