view,view_label,model,split,run,pool_size,repeat,available_trajectories,pooled_decode_success,pooled_dedup_packets,pooled_conflicts,pooled_recovered_payload
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,33,140,False,17,1,01101100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,34,140,False,10,2,00101111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,35,140,False,24,7,11101011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,36,140,False,21,2,00111100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,37,140,False,6,0,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,38,140,False,33,1,10010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,39,140,False,20,7,11011100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,40,140,False,16,3,01010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,41,140,False,18,5,01111000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,42,140,False,31,2,01111100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,43,140,False,35,2,00111001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,44,140,True,32,2,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,45,140,False,26,5,01111110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,46,140,False,22,1,11000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,47,140,False,32,8,11001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,48,140,False,32,0,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,3,49,140,False,2,0,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,0,140,False,11,6,00001000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,1,140,False,42,13,00000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,2,140,True,29,8,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,3,140,True,11,6,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,4,140,False,28,12,10101000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,5,140,True,36,15,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,6,140,False,15,8,00100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,7,140,False,13,5,10101100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,8,140,False,32,4,00100100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,9,140,False,14,10,10010110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,10,140,False,14,7,00101000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,11,140,False,8,2,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,12,140,False,23,7,01110011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,13,140,False,11,12,00101111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,14,140,True,18,2,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,15,140,False,17,5,00010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,16,140,False,17,4,11001010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,17,140,False,25,4,11001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,18,140,False,18,10,11101111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,19,140,False,7,7,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,20,140,False,22,8,11000000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,21,140,False,32,9,01111010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,22,140,True,34,6,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,23,140,False,15,7,11000001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,24,140,False,6,3,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,25,140,False,15,7,10110111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,26,140,False,23,4,10110001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,27,140,False,5,2,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,28,140,False,18,1,00010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,29,140,False,33,20,10010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,30,140,False,17,10,11010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,31,140,False,23,3,10010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,32,140,False,22,6,01100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,33,140,False,29,10,10110010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,34,140,False,27,12,01110110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,35,140,True,33,1,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,36,140,True,30,10,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,37,140,False,47,10,00011110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,38,140,False,13,8,11011011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,39,140,False,22,6,10001111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,40,140,False,14,6,10110111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,41,140,False,11,6,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,42,140,False,37,18,00011100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,43,140,False,11,3,11000101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,44,140,False,19,9,00000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,45,140,False,21,3,11001100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,46,140,False,24,5,01000110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,47,140,False,17,7,10010110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,48,140,False,22,8,00100001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,5,49,140,False,15,5,01000011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,0,140,False,27,12,10000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,1,140,False,17,8,01110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,2,140,False,39,7,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,3,140,False,19,6,10000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,4,140,False,44,14,01000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,5,140,False,27,10,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,6,140,False,44,15,00000001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,7,140,False,24,18,10000000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,8,140,True,26,13,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,9,140,False,32,16,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,10,140,False,22,13,00010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,11,140,True,32,23,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,12,140,False,15,7,11101101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,13,140,False,17,1,01111011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,14,140,False,13,12,00110001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,15,140,False,4,14,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,16,140,False,27,13,01011101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,17,140,False,29,12,01111111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,18,140,True,46,5,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,19,140,True,21,15,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,20,140,False,25,15,00110001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,21,140,False,14,22,10010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,22,140,True,19,15,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,23,140,False,22,16,10011010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,24,140,False,16,6,10000001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,25,140,True,10,12,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,26,140,False,25,12,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,27,140,False,21,15,00011110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,28,140,False,19,12,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,29,140,False,23,7,11001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,30,140,False,11,14,11110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,31,140,True,30,9,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,32,140,False,25,5,00100001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,33,140,True,30,7,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,34,140,False,23,17,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,35,140,False,36,22,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,36,140,False,25,13,01011101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,37,140,False,39,16,11011010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,38,140,False,17,8,01100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,39,140,False,22,11,10001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,40,140,False,16,14,10110111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,41,140,False,17,11,01100001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,42,140,True,14,12,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,43,140,False,10,13,01110110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,44,140,False,16,13,10010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,45,140,False,13,9,00100111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,46,140,False,9,4,10010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,47,140,False,18,15,10101001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,48,140,False,23,8,11110111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,8,49,140,False,38,14,11110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,0,140,False,38,17,00111000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,1,140,False,23,21,00010010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,2,140,False,39,18,00101011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,3,140,False,24,15,00100101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,4,140,True,14,4,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,5,140,True,23,10,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,6,140,False,14,14,01001111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,7,140,False,45,10,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,8,140,False,25,15,10001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,9,140,True,36,3,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,10,140,False,44,12,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,11,140,False,14,15,10000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,12,140,False,6,8,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,13,140,False,13,17,00000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,14,140,False,13,21,01100000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,15,140,False,12,12,01000001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,16,140,False,29,12,10011100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,17,140,False,20,25,10010000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,18,140,False,26,25,01000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,19,140,False,35,21,11100000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,20,140,False,39,23,00001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,21,140,False,33,8,10010110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,22,140,False,23,12,00000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,23,140,False,31,15,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,24,140,True,40,21,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,25,140,True,14,10,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,26,140,False,38,11,11110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,27,140,False,22,10,00111110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,28,140,True,31,5,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,29,140,False,22,17,10001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,30,140,False,22,12,10010100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,31,140,False,32,12,01110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,32,140,False,26,16,11001100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,33,140,False,16,7,11000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,34,140,False,15,8,11000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,35,140,False,43,15,01111101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,36,140,False,42,14,10010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,37,140,False,20,11,11000010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,38,140,False,13,16,01111010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,39,140,False,10,8,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,40,140,False,23,14,11111000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,41,140,False,35,16,01111001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,42,140,False,30,22,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,43,140,False,34,7,01001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,44,140,False,29,18,11110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,45,140,False,34,12,01001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,46,140,False,25,31,10111011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,47,140,False,17,24,01100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,48,140,True,12,11,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,10,49,140,False,30,19,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,0,140,False,31,25,10110011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,1,140,True,29,21,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,2,140,False,26,26,10011100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,3,140,False,16,18,11000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,4,140,False,38,19,00101011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,5,140,False,25,23,11111111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,6,140,True,24,13,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,7,140,False,30,29,01110011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,8,140,False,21,15,01001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,9,140,False,18,25,00011011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,10,140,False,38,22,00000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,11,140,False,19,20,11000110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,12,140,False,12,23,00111111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,13,140,True,21,27,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,14,140,False,28,19,10111011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,15,140,False,13,24,00101001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,16,140,False,28,33,01001111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,17,140,True,15,17,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,18,140,False,21,34,10100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,19,140,False,21,22,00000111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,20,140,False,35,24,00101001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,21,140,False,22,20,00111010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,22,140,False,11,17,01100001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,23,140,False,15,13,00010110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,24,140,False,15,23,00001110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,25,140,False,32,20,11111011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,26,140,False,34,22,11101111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,27,140,False,26,20,10001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,28,140,False,15,19,01111010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,29,140,True,32,24,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,30,140,False,24,22,01101010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,31,140,False,27,29,01110010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,32,140,True,34,14,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,33,140,True,28,24,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,34,140,False,8,16,
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,35,140,False,24,22,11010001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,36,140,False,17,18,10100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,37,140,False,21,27,00111100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,38,140,False,12,14,10001011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,39,140,False,14,16,10010001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,40,140,False,25,17,10001110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,41,140,False,25,12,11110100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,42,140,False,16,18,10011100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,43,140,False,21,27,00111111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,44,140,False,19,24,00010010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,45,140,False,24,14,11010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,46,140,False,33,17,01111000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,47,140,True,22,30,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,48,140,True,17,23,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,15,49,140,False,22,20,10001110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,0,140,False,37,24,01111010
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,1,140,False,23,29,00100011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,2,140,False,13,33,10011011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,3,140,False,22,28,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,4,140,False,37,17,11100011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,5,140,False,25,34,11100011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,6,140,True,17,25,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,7,140,False,29,29,00001000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,8,140,False,23,31,11010100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,9,140,False,13,21,11100011
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,10,140,False,40,20,01100110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,11,140,False,35,26,11100000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,12,140,False,9,26,11101001
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,13,140,True,22,22,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,14,140,False,19,24,10110110
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,15,140,False,23,37,01111000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,16,140,True,34,20,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,17,140,False,11,38,10010111
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,18,140,False,30,34,01001000
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,19,140,False,21,20,01000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,20,140,True,34,25,11001101
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,21,140,False,23,27,00000100
agentmark_rank_only,AgentMark-F rank-only linear top-10 surrogate,deepseek,ID,1,20,22,140,False,31,22,11110101
