dataset,method,model,run,split,task_file,path_in_output_0510,original_path,source_pred_root
toolbench,clean,deepseek,1,G2_category,3442.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3442.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3442.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3456.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3463.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3463.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3463.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3482.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3482.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3482.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3494.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3494.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3494.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3534.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3534.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3534.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3558.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3558.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3558.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3602.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3602.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3602.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3609.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3609.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3609.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3640.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3640.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3640.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3645.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3645.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3645.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_category,3652.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_category/3652.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_category/3652.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,1643.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/1643.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/1643.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,1844.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/1844.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/1844.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,4746.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/4746.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/4746.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,5744.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/5744.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/5744.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,7257.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/7257.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/7257.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,7468.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/7468.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/7468.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,7636.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/7636.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/7636.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,7691.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/7691.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/7691.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,9834.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/9834.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/9834.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,9957.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/9957.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/9957.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,9959.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/9959.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/9959.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,10097.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/10097.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/10097.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,10099.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/10099.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/10099.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,10316.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/10316.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/10316.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,10318.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/10318.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/10318.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,10941.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/10941.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/10941.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,11448.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/11448.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/11448.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,11627.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/11627.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/11627.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,11629.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/11629.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/11629.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G2_instruction,11820.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G2_instruction/11820.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G2_instruction/11820.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,455.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/455.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/455.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,456.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/456.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,457.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/457.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/457.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,459.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/459.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/459.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,460.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/460.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/460.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1983.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1983.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1983.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1984.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1984.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1984.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1985.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1985.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1985.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1986.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1986.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1986.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1989.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1989.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1989.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,1991.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/1991.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/1991.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,3322.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/3322.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/3322.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,3323.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/3323.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/3323.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4279.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4279.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4279.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4280.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4280.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4280.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4282.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4282.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4282.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4283.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4283.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4283.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4285.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4285.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4285.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,4286.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/4286.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/4286.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,1,G3_instruction,5863.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_1/G3_instruction/5863.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1/G3_instruction/5863.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_1/exp_a1_clean_toolbench_deepseek_r1
toolbench,clean,deepseek,2,G1_category,28.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/28.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/28.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,29.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/29.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/29.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,1198.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/1198.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/1198.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,1236.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/1236.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/1236.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,1301.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/1301.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/1301.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,3995.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/3995.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/3995.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,4117.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/4117.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/4117.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,4144.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/4144.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/4144.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
toolbench,clean,deepseek,2,G1_category,4153.json,/root/autodl-tmp/output-0510.clean_build/toolbench/clean/deepseek/run_2/G1_category/4153.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2/G1_category/4153.json,/root/autodl-tmp/AgentMark3/AgentMark/output/toolbench_regen_0425/clean/deepseek/run_2/exp_a1_clean_toolbench_deepseek_r2
