dataset,method,model,run,split,task_id,success,steps,source,path_in_output_0510,original_path
alfworld,clean,deepseek,3,OOD,8,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_008/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_8/20260413_175555/reports/round_03/evaluation_report_20260413_175555_r03.json
alfworld,clean,deepseek,3,OOD,9,True,14.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_009/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_9/20260413_175543/reports/round_03/evaluation_report_20260413_175543_r03.json
alfworld,clean,deepseek,3,OOD,10,True,4.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_010/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_10/20260413_175547/reports/round_03/evaluation_report_20260413_175547_r03.json
alfworld,clean,deepseek,3,OOD,11,True,3.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_011/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_11/20260413_175557/reports/round_03/evaluation_report_20260413_175557_r03.json
alfworld,clean,deepseek,3,OOD,12,True,4.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_012/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_12/20260413_175601/reports/round_03/evaluation_report_20260413_175601_r03.json
alfworld,clean,deepseek,3,OOD,13,True,3.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_013/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_13/20260413_175547/reports/round_03/evaluation_report_20260413_175547_r03.json
alfworld,clean,deepseek,3,OOD,14,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_014/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_14/20260413_175550/reports/round_03/evaluation_report_20260413_175550_r03.json
alfworld,clean,deepseek,3,OOD,15,True,22.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_015/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_15/20260413_175551/reports/round_03/evaluation_report_20260413_175551_r03.json
alfworld,clean,deepseek,3,OOD,16,True,4.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_016/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_16/20260413_175602/reports/round_03/evaluation_report_20260413_175602_r03.json
alfworld,clean,deepseek,3,OOD,17,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_017/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_17/20260413_175554/reports/round_03/evaluation_report_20260413_175554_r03.json
alfworld,clean,deepseek,3,OOD,18,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_018/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_18/20260413_175555/reports/round_03/evaluation_report_20260413_175555_r03.json
alfworld,clean,deepseek,3,OOD,19,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_019/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_19/20260413_175554/reports/round_03/evaluation_report_20260413_175554_r03.json
alfworld,clean,deepseek,3,OOD,20,True,14.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_020/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_20/20260413_175605/reports/round_03/evaluation_report_20260413_175605_r03.json
alfworld,clean,deepseek,3,OOD,21,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_021/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_21/20260413_175556/reports/round_03/evaluation_report_20260413_175556_r03.json
alfworld,clean,deepseek,3,OOD,22,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_022/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_22/20260413_175603/reports/round_03/evaluation_report_20260413_175603_r03.json
alfworld,clean,deepseek,3,OOD,23,True,5.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_023/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_23/20260413_175603/reports/round_03/evaluation_report_20260413_175603_r03.json
alfworld,clean,deepseek,3,OOD,24,True,18.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_024/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_24/20260413_175554/reports/round_03/evaluation_report_20260413_175554_r03.json
alfworld,clean,deepseek,3,OOD,25,True,12.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_025/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_25/20260413_175604/reports/round_03/evaluation_report_20260413_175604_r03.json
alfworld,clean,deepseek,3,OOD,26,True,12.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_026/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_26/20260413_175612/reports/round_03/evaluation_report_20260413_175612_r03.json
alfworld,clean,deepseek,3,OOD,27,True,18.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_027/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_27/20260413_175619/reports/round_03/evaluation_report_20260413_175619_r03.json
alfworld,clean,deepseek,3,OOD,28,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_028/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_28/20260413_175556/reports/round_03/evaluation_report_20260413_175556_r03.json
alfworld,clean,deepseek,3,OOD,29,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_029/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_29/20260413_175601/reports/round_03/evaluation_report_20260413_175601_r03.json
alfworld,clean,deepseek,3,OOD,30,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_030/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_30/20260413_175604/reports/round_03/evaluation_report_20260413_175604_r03.json
alfworld,clean,deepseek,3,OOD,31,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_031/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_31/20260413_175604/reports/round_03/evaluation_report_20260413_175604_r03.json
alfworld,clean,deepseek,3,OOD,32,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_032/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_32/20260413_175556/reports/round_03/evaluation_report_20260413_175556_r03.json
alfworld,clean,deepseek,3,OOD,33,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_033/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_33/20260413_175602/reports/round_03/evaluation_report_20260413_175602_r03.json
alfworld,clean,deepseek,3,OOD,34,True,4.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_034/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_34/20260413_175543/reports/round_03/evaluation_report_20260413_175543_r03.json
alfworld,clean,deepseek,3,OOD,35,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_035/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_35/20260413_175605/reports/round_03/evaluation_report_20260413_175605_r03.json
alfworld,clean,deepseek,3,OOD,36,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_036/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_36/20260413_175550/reports/round_03/evaluation_report_20260413_175550_r03.json
alfworld,clean,deepseek,3,OOD,37,True,14.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_037/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_37/20260413_175603/reports/round_03/evaluation_report_20260413_175603_r03.json
alfworld,clean,deepseek,3,OOD,38,True,17.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_038/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_38/20260413_175604/reports/round_03/evaluation_report_20260413_175604_r03.json
alfworld,clean,deepseek,3,OOD,39,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_039/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_39/20260413_175614/reports/round_03/evaluation_report_20260413_175614_r03.json
alfworld,clean,deepseek,3,OOD,40,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_040/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_40/20260413_175614/reports/round_03/evaluation_report_20260413_175614_r03.json
alfworld,clean,deepseek,3,OOD,41,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_041/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_41/20260413_175557/reports/round_03/evaluation_report_20260413_175557_r03.json
alfworld,clean,deepseek,3,OOD,42,True,26.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_042/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_42/20260413_175554/reports/round_03/evaluation_report_20260413_175554_r03.json
alfworld,clean,deepseek,3,OOD,43,True,28.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_043/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_43/20260413_175538/reports/round_03/evaluation_report_20260413_175538_r03.json
alfworld,clean,deepseek,3,OOD,44,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_044/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_44/20260413_175623/reports/round_03/evaluation_report_20260413_175623_r03.json
alfworld,clean,deepseek,3,OOD,45,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_045/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_45/20260413_175601/reports/round_03/evaluation_report_20260413_175601_r03.json
alfworld,clean,deepseek,3,OOD,46,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_046/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_46/20260413_175607/reports/round_03/evaluation_report_20260413_175607_r03.json
alfworld,clean,deepseek,3,OOD,47,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_047/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_47/20260413_175608/reports/round_03/evaluation_report_20260413_175608_r03.json
alfworld,clean,deepseek,3,OOD,48,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_048/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_48/20260413_175606/reports/round_03/evaluation_report_20260413_175606_r03.json
alfworld,clean,deepseek,3,OOD,49,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_049/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_49/20260413_175608/reports/round_03/evaluation_report_20260413_175608_r03.json
alfworld,clean,deepseek,3,OOD,50,True,24.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_050/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_50/20260413_175859/reports/round_03/evaluation_report_20260413_175859_r03.json
alfworld,clean,deepseek,3,OOD,51,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_051/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_51/20260413_175908/reports/round_03/evaluation_report_20260413_175908_r03.json
alfworld,clean,deepseek,3,OOD,52,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_052/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_52/20260413_175935/reports/round_03/evaluation_report_20260413_175935_r03.json
alfworld,clean,deepseek,3,OOD,53,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_053/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_53/20260413_180000/reports/round_03/evaluation_report_20260413_180000_r03.json
alfworld,clean,deepseek,3,OOD,54,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_054/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_54/20260413_180050/reports/round_03/evaluation_report_20260413_180050_r03.json
alfworld,clean,deepseek,3,OOD,55,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_055/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_55/20260413_180051/reports/round_03/evaluation_report_20260413_180051_r03.json
alfworld,clean,deepseek,3,OOD,56,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_056/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_56/20260413_180101/reports/round_03/evaluation_report_20260413_180101_r03.json
alfworld,clean,deepseek,3,OOD,57,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_057/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_57/20260413_180135/reports/round_03/evaluation_report_20260413_180135_r03.json
alfworld,clean,deepseek,3,OOD,58,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_058/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_58/20260413_180141/reports/round_03/evaluation_report_20260413_180141_r03.json
alfworld,clean,deepseek,3,OOD,59,True,6.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_059/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_59/20260413_180142/reports/round_03/evaluation_report_20260413_180142_r03.json
alfworld,clean,deepseek,3,OOD,60,True,20.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_060/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_60/20260413_180146/reports/round_03/evaluation_report_20260413_180146_r03.json
alfworld,clean,deepseek,3,OOD,61,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_061/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_61/20260413_180154/reports/round_03/evaluation_report_20260413_180154_r03.json
alfworld,clean,deepseek,3,OOD,62,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_062/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_62/20260413_180540/reports/round_03/evaluation_report_20260413_180540_r03.json
alfworld,clean,deepseek,3,OOD,63,True,21.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_063/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_63/20260413_180555/reports/round_03/evaluation_report_20260413_180555_r03.json
alfworld,clean,deepseek,3,OOD,64,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_064/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_64/20260413_180611/reports/round_03/evaluation_report_20260413_180611_r03.json
alfworld,clean,deepseek,3,OOD,65,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_065/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_65/20260413_180629/reports/round_03/evaluation_report_20260413_180629_r03.json
alfworld,clean,deepseek,3,OOD,66,True,20.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_066/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_66/20260413_180648/reports/round_03/evaluation_report_20260413_180648_r03.json
alfworld,clean,deepseek,3,OOD,67,True,22.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_067/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_67/20260413_182525/reports/round_03/evaluation_report_20260413_182525_r03.json
alfworld,clean,deepseek,3,OOD,68,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_068/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_68/20260413_182531/reports/round_03/evaluation_report_20260413_182531_r03.json
alfworld,clean,deepseek,3,OOD,69,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_069/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_69/20260413_182525/reports/round_03/evaluation_report_20260413_182525_r03.json
alfworld,clean,deepseek,3,OOD,70,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_070/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_70/20260413_182517/reports/round_03/evaluation_report_20260413_182517_r03.json
alfworld,clean,deepseek,3,OOD,71,True,27.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_071/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_71/20260413_182524/reports/round_03/evaluation_report_20260413_182524_r03.json
alfworld,clean,deepseek,3,OOD,72,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_072/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_72/20260413_182527/reports/round_03/evaluation_report_20260413_182527_r03.json
alfworld,clean,deepseek,3,OOD,73,True,11.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_073/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_73/20260413_182519/reports/round_03/evaluation_report_20260413_182519_r03.json
alfworld,clean,deepseek,3,OOD,74,True,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_074/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_74/20260413_182524/reports/round_03/evaluation_report_20260413_182524_r03.json
alfworld,clean,deepseek,3,OOD,75,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_075/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_75/20260413_182529/reports/round_03/evaluation_report_20260413_182529_r03.json
alfworld,clean,deepseek,3,OOD,76,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_076/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_76/20260413_182521/reports/round_03/evaluation_report_20260413_182521_r03.json
alfworld,clean,deepseek,3,OOD,77,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_077/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_77/20260413_182530/reports/round_03/evaluation_report_20260413_182530_r03.json
alfworld,clean,deepseek,3,OOD,78,True,9.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_078/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_78/20260413_182510/reports/round_03/evaluation_report_20260413_182510_r03.json
alfworld,clean,deepseek,3,OOD,79,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_079/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_79/20260413_182527/reports/round_03/evaluation_report_20260413_182527_r03.json
alfworld,clean,deepseek,3,OOD,80,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_080/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_80/20260413_182531/reports/round_03/evaluation_report_20260413_182531_r03.json
alfworld,clean,deepseek,3,OOD,81,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_081/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_81/20260413_182529/reports/round_03/evaluation_report_20260413_182529_r03.json
alfworld,clean,deepseek,3,OOD,82,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_082/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_82/20260413_182528/reports/round_03/evaluation_report_20260413_182528_r03.json
alfworld,clean,deepseek,3,OOD,83,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_083/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_83/20260413_182528/reports/round_03/evaluation_report_20260413_182528_r03.json
alfworld,clean,deepseek,3,OOD,84,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_084/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_84/20260413_182526/reports/round_03/evaluation_report_20260413_182526_r03.json
alfworld,clean,deepseek,3,OOD,85,True,12.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_085/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_85/20260413_182520/reports/round_03/evaluation_report_20260413_182520_r03.json
alfworld,clean,deepseek,3,OOD,86,True,7.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_086/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_86/20260413_182523/reports/round_03/evaluation_report_20260413_182523_r03.json
alfworld,clean,deepseek,3,OOD,87,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_087/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_87/20260413_182534/reports/round_03/evaluation_report_20260413_182534_r03.json
alfworld,clean,deepseek,3,OOD,88,True,15.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_088/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_88/20260413_182524/reports/round_03/evaluation_report_20260413_182524_r03.json
alfworld,clean,deepseek,3,OOD,89,True,23.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_089/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_89/20260413_182527/reports/round_03/evaluation_report_20260413_182527_r03.json
alfworld,clean,deepseek,3,OOD,90,True,13.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_090/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_90/20260413_182528/reports/round_03/evaluation_report_20260413_182528_r03.json
alfworld,clean,deepseek,3,OOD,91,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_091/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_91/20260413_182529/reports/round_03/evaluation_report_20260413_182529_r03.json
alfworld,clean,deepseek,3,OOD,92,True,8.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_092/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_92/20260413_182528/reports/round_03/evaluation_report_20260413_182528_r03.json
alfworld,clean,deepseek,3,OOD,93,True,23.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_093/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_93/20260413_182524/reports/round_03/evaluation_report_20260413_182524_r03.json
alfworld,clean,deepseek,3,OOD,94,False,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_094/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_94/20260413_182531/reports/round_03/evaluation_report_20260413_182531_r03.json
alfworld,clean,deepseek,3,OOD,95,True,16.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_095/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_95/20260413_182523/reports/round_03/evaluation_report_20260413_182523_r03.json
alfworld,clean,deepseek,3,OOD,96,True,30.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_096/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_96/20260413_182932/reports/round_03/evaluation_report_20260413_182932_r03.json
alfworld,clean,deepseek,3,OOD,97,True,10.0,root_output_0425,/root/autodl-tmp/output-0510.clean_build/alfworld/clean/deepseek/run_3/OOD/task_097/evaluation_report.json,/root/output-0425/alfworld/clean/deepseek/run_3/OOD/task_97/20260413_183151/reports/round_03/evaluation_report_20260413_183151_r03.json
