dataset,method,model,split,run,config,payload_len,alpha,N_min,attained,p_value_at_N_min
toolbench,rank,gemini-flash,G2_category,2,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,2,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,2,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G2_category,2,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G2_category,2,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,2,top3,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top3,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,2,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,2,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,3,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,3,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,3,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G2_category,3,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G2_category,3,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,3,top3,8,0.01,,False,
toolbench,rank,gemini-flash,G2_category,3,top3,8,0.001,,False,
toolbench,rank,gemini-flash,G2_category,3,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_category,3,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_category,3,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,1,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,1,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,1,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G2_instruction,1,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G2_instruction,1,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,1,top3,8,0.01,,False,
toolbench,rank,gemini-flash,G2_instruction,1,top3,8,0.001,,False,
toolbench,rank,gemini-flash,G2_instruction,1,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,1,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,1,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,2,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,2,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,2,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G2_instruction,2,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G2_instruction,2,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,2,top3,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top3,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,2,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,2,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,3,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,3,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,3,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G2_instruction,3,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G2_instruction,3,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,3,top3,8,0.01,,False,
toolbench,rank,gemini-flash,G2_instruction,3,top3,8,0.001,,False,
toolbench,rank,gemini-flash,G2_instruction,3,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G2_instruction,3,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G2_instruction,3,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,1,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,1,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,1,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G3_instruction,1,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G3_instruction,1,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,1,top3,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top3,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,1,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,1,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,2,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,2,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,2,top2,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top2,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,2,top3,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top3,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,2,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,2,top5,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,full_rank,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,3,full_rank,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,full_rank,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top10,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,3,top10,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top10,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top2,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,3,top2,8,0.01,,False,
toolbench,rank,gemini-flash,G3_instruction,3,top2,8,0.001,,False,
toolbench,rank,gemini-flash,G3_instruction,3,top3,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,3,top3,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top3,8,0.001,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top5,8,0.05,5,True,0.03125
toolbench,rank,gemini-flash,G3_instruction,3,top5,8,0.01,10,True,0.0009765625
toolbench,rank,gemini-flash,G3_instruction,3,top5,8,0.001,10,True,0.0009765625
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,ID,1,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,ID,2,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,ID,3,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,OOD,1,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,OOD,2,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,deepseek,OOD,3,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,ID,1,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,ID,2,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,ID,3,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,OOD,1,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,OOD,2,L0_exact_probs,64,0.001,80,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,16,0.05,10,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,32,0.05,20,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,64,0.05,50,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,16,0.01,20,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,32,0.01,50,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,64,0.01,80,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,16,0.001,20,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,32,0.001,50,True,
alfworld,agentmark,gemini-flash,OOD,3,L0_exact_probs,64,0.001,80,True,
alfworld,rank,deepseek,ID,1,full_rank,16,0.05,20,True,
alfworld,rank,deepseek,ID,1,full_rank,32,0.05,50,True,
alfworld,rank,deepseek,ID,1,full_rank,64,0.05,80,True,
alfworld,rank,deepseek,ID,1,full_rank,16,0.01,50,True,
alfworld,rank,deepseek,ID,1,full_rank,32,0.01,80,True,
alfworld,rank,deepseek,ID,1,full_rank,64,0.01,200,True,
alfworld,rank,deepseek,ID,1,full_rank,16,0.001,50,True,
alfworld,rank,deepseek,ID,1,full_rank,32,0.001,80,True,
alfworld,rank,deepseek,ID,1,full_rank,64,0.001,200,True,
alfworld,rank,deepseek,ID,1,top10,16,0.05,20,True,
alfworld,rank,deepseek,ID,1,top10,32,0.05,50,True,
alfworld,rank,deepseek,ID,1,top10,64,0.05,80,True,
alfworld,rank,deepseek,ID,1,top10,16,0.01,50,True,
alfworld,rank,deepseek,ID,1,top10,32,0.01,80,True,
alfworld,rank,deepseek,ID,1,top10,64,0.01,200,True,
alfworld,rank,deepseek,ID,1,top10,16,0.001,50,True,
alfworld,rank,deepseek,ID,1,top10,32,0.001,80,True,
alfworld,rank,deepseek,ID,1,top10,64,0.001,200,True,
alfworld,rank,deepseek,ID,1,top2,16,0.05,10,True,
alfworld,rank,deepseek,ID,1,top2,32,0.05,20,True,
alfworld,rank,deepseek,ID,1,top2,64,0.05,50,True,
alfworld,rank,deepseek,ID,1,top2,16,0.01,20,True,
alfworld,rank,deepseek,ID,1,top2,32,0.01,50,True,
alfworld,rank,deepseek,ID,1,top2,64,0.01,80,True,
alfworld,rank,deepseek,ID,1,top2,16,0.001,20,True,
alfworld,rank,deepseek,ID,1,top2,32,0.001,50,True,
alfworld,rank,deepseek,ID,1,top2,64,0.001,80,True,
alfworld,rank,deepseek,ID,1,top3,16,0.05,10,True,
alfworld,rank,deepseek,ID,1,top3,32,0.05,20,True,
alfworld,rank,deepseek,ID,1,top3,64,0.05,50,True,
alfworld,rank,deepseek,ID,1,top3,16,0.01,20,True,
alfworld,rank,deepseek,ID,1,top3,32,0.01,50,True,
alfworld,rank,deepseek,ID,1,top3,64,0.01,80,True,
alfworld,rank,deepseek,ID,1,top3,16,0.001,20,True,
alfworld,rank,deepseek,ID,1,top3,32,0.001,50,True,
alfworld,rank,deepseek,ID,1,top3,64,0.001,80,True,
alfworld,rank,deepseek,ID,1,top5,16,0.05,20,True,
alfworld,rank,deepseek,ID,1,top5,32,0.05,50,True,
alfworld,rank,deepseek,ID,1,top5,64,0.05,80,True,
alfworld,rank,deepseek,ID,1,top5,16,0.01,50,True,
alfworld,rank,deepseek,ID,1,top5,32,0.01,80,True,
alfworld,rank,deepseek,ID,1,top5,64,0.01,200,True,
alfworld,rank,deepseek,ID,1,top5,16,0.001,50,True,
alfworld,rank,deepseek,ID,1,top5,32,0.001,80,True,
alfworld,rank,deepseek,ID,1,top5,64,0.001,200,True,
alfworld,rank,deepseek,ID,2,full_rank,16,0.05,50,True,
alfworld,rank,deepseek,ID,2,full_rank,32,0.05,80,True,
alfworld,rank,deepseek,ID,2,full_rank,64,0.05,200,True,
alfworld,rank,deepseek,ID,2,full_rank,16,0.01,50,True,
alfworld,rank,deepseek,ID,2,full_rank,32,0.01,80,True,
alfworld,rank,deepseek,ID,2,full_rank,64,0.01,200,True,
alfworld,rank,deepseek,ID,2,full_rank,16,0.001,50,True,
alfworld,rank,deepseek,ID,2,full_rank,32,0.001,80,True,
alfworld,rank,deepseek,ID,2,full_rank,64,0.001,200,True,
alfworld,rank,deepseek,ID,2,top10,16,0.05,50,True,
alfworld,rank,deepseek,ID,2,top10,32,0.05,80,True,
alfworld,rank,deepseek,ID,2,top10,64,0.05,200,True,
alfworld,rank,deepseek,ID,2,top10,16,0.01,50,True,
alfworld,rank,deepseek,ID,2,top10,32,0.01,80,True,
alfworld,rank,deepseek,ID,2,top10,64,0.01,200,True,
alfworld,rank,deepseek,ID,2,top10,16,0.001,50,True,
alfworld,rank,deepseek,ID,2,top10,32,0.001,80,True,
alfworld,rank,deepseek,ID,2,top10,64,0.001,200,True,
alfworld,rank,deepseek,ID,2,top2,16,0.05,10,True,
alfworld,rank,deepseek,ID,2,top2,32,0.05,20,True,
alfworld,rank,deepseek,ID,2,top2,64,0.05,50,True,
alfworld,rank,deepseek,ID,2,top2,16,0.01,20,True,
alfworld,rank,deepseek,ID,2,top2,32,0.01,50,True,
alfworld,rank,deepseek,ID,2,top2,64,0.01,80,True,
alfworld,rank,deepseek,ID,2,top2,16,0.001,20,True,
alfworld,rank,deepseek,ID,2,top2,32,0.001,50,True,
alfworld,rank,deepseek,ID,2,top2,64,0.001,80,True,
alfworld,rank,deepseek,ID,2,top3,16,0.05,20,True,
alfworld,rank,deepseek,ID,2,top3,32,0.05,50,True,
alfworld,rank,deepseek,ID,2,top3,64,0.05,80,True,
alfworld,rank,deepseek,ID,2,top3,16,0.01,50,True,
alfworld,rank,deepseek,ID,2,top3,32,0.01,80,True,
alfworld,rank,deepseek,ID,2,top3,64,0.01,200,True,
alfworld,rank,deepseek,ID,2,top3,16,0.001,50,True,
alfworld,rank,deepseek,ID,2,top3,32,0.001,80,True,
alfworld,rank,deepseek,ID,2,top3,64,0.001,200,True,
alfworld,rank,deepseek,ID,2,top5,16,0.05,50,True,
alfworld,rank,deepseek,ID,2,top5,32,0.05,80,True,
alfworld,rank,deepseek,ID,2,top5,64,0.05,200,True,
alfworld,rank,deepseek,ID,2,top5,16,0.01,50,True,
alfworld,rank,deepseek,ID,2,top5,32,0.01,80,True,
alfworld,rank,deepseek,ID,2,top5,64,0.01,200,True,
alfworld,rank,deepseek,ID,2,top5,16,0.001,50,True,
alfworld,rank,deepseek,ID,2,top5,32,0.001,80,True,
alfworld,rank,deepseek,ID,2,top5,64,0.001,200,True,
alfworld,rank,deepseek,ID,3,full_rank,16,0.05,20,True,
alfworld,rank,deepseek,ID,3,full_rank,32,0.05,50,True,
alfworld,rank,deepseek,ID,3,full_rank,64,0.05,80,True,
alfworld,rank,deepseek,ID,3,full_rank,16,0.01,50,True,
alfworld,rank,deepseek,ID,3,full_rank,32,0.01,80,True,
alfworld,rank,deepseek,ID,3,full_rank,64,0.01,200,True,
alfworld,rank,deepseek,ID,3,full_rank,16,0.001,50,True,
alfworld,rank,deepseek,ID,3,full_rank,32,0.001,80,True,
alfworld,rank,deepseek,ID,3,full_rank,64,0.001,200,True,
alfworld,rank,deepseek,ID,3,top10,16,0.05,20,True,
alfworld,rank,deepseek,ID,3,top10,32,0.05,50,True,
alfworld,rank,deepseek,ID,3,top10,64,0.05,80,True,
alfworld,rank,deepseek,ID,3,top10,16,0.01,50,True,
alfworld,rank,deepseek,ID,3,top10,32,0.01,80,True,
alfworld,rank,deepseek,ID,3,top10,64,0.01,200,True,
alfworld,rank,deepseek,ID,3,top10,16,0.001,50,True,
alfworld,rank,deepseek,ID,3,top10,32,0.001,80,True,
alfworld,rank,deepseek,ID,3,top10,64,0.001,200,True,
alfworld,rank,deepseek,ID,3,top2,16,0.05,20,True,
alfworld,rank,deepseek,ID,3,top2,32,0.05,50,True,
alfworld,rank,deepseek,ID,3,top2,64,0.05,80,True,
alfworld,rank,deepseek,ID,3,top2,16,0.01,50,True,
alfworld,rank,deepseek,ID,3,top2,32,0.01,80,True,
alfworld,rank,deepseek,ID,3,top2,64,0.01,200,True,
alfworld,rank,deepseek,ID,3,top2,16,0.001,50,True,
alfworld,rank,deepseek,ID,3,top2,32,0.001,80,True,
alfworld,rank,deepseek,ID,3,top2,64,0.001,200,True,
alfworld,rank,deepseek,ID,3,top3,16,0.05,20,True,
alfworld,rank,deepseek,ID,3,top3,32,0.05,50,True,
alfworld,rank,deepseek,ID,3,top3,64,0.05,80,True,
alfworld,rank,deepseek,ID,3,top3,16,0.01,50,True,
alfworld,rank,deepseek,ID,3,top3,32,0.01,80,True,
alfworld,rank,deepseek,ID,3,top3,64,0.01,200,True,
alfworld,rank,deepseek,ID,3,top3,16,0.001,50,True,
alfworld,rank,deepseek,ID,3,top3,32,0.001,80,True,
alfworld,rank,deepseek,ID,3,top3,64,0.001,200,True,
alfworld,rank,deepseek,ID,3,top5,16,0.05,20,True,
alfworld,rank,deepseek,ID,3,top5,32,0.05,50,True,
alfworld,rank,deepseek,ID,3,top5,64,0.05,80,True,
alfworld,rank,deepseek,ID,3,top5,16,0.01,50,True,
alfworld,rank,deepseek,ID,3,top5,32,0.01,80,True,
alfworld,rank,deepseek,ID,3,top5,64,0.01,200,True,
alfworld,rank,deepseek,ID,3,top5,16,0.001,50,True,
alfworld,rank,deepseek,ID,3,top5,32,0.001,80,True,
alfworld,rank,deepseek,ID,3,top5,64,0.001,200,True,
alfworld,rank,deepseek,OOD,1,full_rank,16,0.05,10,True,
alfworld,rank,deepseek,OOD,1,full_rank,32,0.05,20,True,
