dataset,method,model,split,config,payload_len,alpha,runs,attained_runs,N_min_mean,N_min_std,N_min_median
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,deepseek,G1_tool,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,deepseek,G2_category,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,deepseek,G2_instruction,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,deepseek,G3_instruction,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_category,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_instruction,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G1_tool,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G2_category,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G2_instruction,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,8,0.001,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,8,0.01,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,8,0.05,3,3,5,0.0,5
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,16,0.001,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,16,0.01,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,16,0.05,3,3,10,0.0,10
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,32,0.001,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,32,0.01,3,3,50,0.0,50
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,32,0.05,3,3,20,0.0,20
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,64,0.001,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,64,0.01,3,3,80,0.0,80
toolbench,agentmark,gemini-flash,G3_instruction,L0_exact_probs,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_category,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_category,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_category,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_category,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_category,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_category,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,top2,8,0.001,3,0,,,
toolbench,rank,deepseek,G1_category,top2,8,0.01,3,0,,,
toolbench,rank,deepseek,G1_category,top2,8,0.05,3,1,5,0.0,5
toolbench,rank,deepseek,G1_category,top2,16,0.05,1,1,10,0.0,10
toolbench,rank,deepseek,G1_category,top2,32,0.05,1,1,20,0.0,20
toolbench,rank,deepseek,G1_category,top2,64,0.05,1,1,50,0.0,50
toolbench,rank,deepseek,G1_category,top3,8,0.001,3,0,,,
toolbench,rank,deepseek,G1_category,top3,8,0.01,3,0,,,
toolbench,rank,deepseek,G1_category,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_category,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_category,top5,8,0.001,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_category,top5,8,0.01,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_category,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_category,top5,16,0.001,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_category,top5,16,0.01,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_category,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_category,top5,32,0.001,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_category,top5,32,0.01,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_category,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_category,top5,64,0.001,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_category,top5,64,0.01,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_category,top5,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_instruction,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_instruction,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top2,8,0.001,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_instruction,top2,8,0.01,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_instruction,top2,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_instruction,top2,16,0.001,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_instruction,top2,16,0.01,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_instruction,top2,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top2,32,0.001,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_instruction,top2,32,0.01,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_instruction,top2,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top2,64,0.001,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_instruction,top2,64,0.01,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_instruction,top2,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top3,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top3,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_instruction,top3,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top3,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top3,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top3,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top3,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top3,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top5,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top5,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_instruction,top5,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top5,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_instruction,top5,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top5,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_instruction,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_instruction,top5,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top5,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_instruction,top5,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_tool,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_tool,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top2,8,0.001,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_tool,top2,8,0.01,3,2,10,0.0,10.0
toolbench,rank,deepseek,G1_tool,top2,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_tool,top2,16,0.001,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_tool,top2,16,0.01,2,2,20,0.0,20.0
toolbench,rank,deepseek,G1_tool,top2,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top2,32,0.001,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_tool,top2,32,0.01,2,2,50,0.0,50.0
toolbench,rank,deepseek,G1_tool,top2,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top2,64,0.001,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_tool,top2,64,0.01,2,2,80,0.0,80.0
toolbench,rank,deepseek,G1_tool,top2,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top3,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top3,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top3,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_tool,top3,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top3,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top3,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top3,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top3,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top3,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top3,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top3,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top3,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top5,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top5,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top5,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G1_tool,top5,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top5,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top5,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G1_tool,top5,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top5,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G1_tool,top5,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G1_tool,top5,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top5,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G1_tool,top5,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,full_rank,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,full_rank,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,full_rank,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G2_category,full_rank,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,full_rank,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,full_rank,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,full_rank,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,full_rank,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,full_rank,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,full_rank,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G2_category,full_rank,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G2_category,full_rank,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,top10,8,0.001,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,top10,8,0.01,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,top10,8,0.05,3,3,5,0.0,5
toolbench,rank,deepseek,G2_category,top10,16,0.001,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,top10,16,0.01,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,top10,16,0.05,3,3,10,0.0,10
toolbench,rank,deepseek,G2_category,top10,32,0.001,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,top10,32,0.01,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,top10,32,0.05,3,3,20,0.0,20
toolbench,rank,deepseek,G2_category,top10,64,0.001,3,3,80,0.0,80
toolbench,rank,deepseek,G2_category,top10,64,0.01,3,3,80,0.0,80
toolbench,rank,deepseek,G2_category,top10,64,0.05,3,3,50,0.0,50
toolbench,rank,deepseek,G2_category,top2,8,0.001,3,2,10,0.0,10.0
toolbench,rank,deepseek,G2_category,top2,8,0.01,3,2,10,0.0,10.0
toolbench,rank,deepseek,G2_category,top2,8,0.05,3,2,5,0.0,5.0
toolbench,rank,deepseek,G2_category,top2,16,0.001,2,2,20,0.0,20.0
toolbench,rank,deepseek,G2_category,top2,16,0.01,2,2,20,0.0,20.0
toolbench,rank,deepseek,G2_category,top2,16,0.05,2,2,10,0.0,10.0
toolbench,rank,deepseek,G2_category,top2,32,0.001,2,2,50,0.0,50.0
toolbench,rank,deepseek,G2_category,top2,32,0.01,2,2,50,0.0,50.0
toolbench,rank,deepseek,G2_category,top2,32,0.05,2,2,20,0.0,20.0
toolbench,rank,deepseek,G2_category,top2,64,0.001,2,2,80,0.0,80.0
toolbench,rank,deepseek,G2_category,top2,64,0.01,2,2,80,0.0,80.0
