dataset,method,model,split,run,task_id,config,topk,source,step_start_index,bits_in_step,decoded_bits,expected_bits,step_match,bit_matches
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,1,5,11110,11110,1,11111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,6,5,01010,01010,1,11111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,11,4,0101,0101,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,15,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,18,5,10011,10011,1,11111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,23,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,24,5,10010,10010,1,11111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,29,4,0111,0111,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,33,5,10111,10111,1,11111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,38,4,1010,1010,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,42,2,00,00,1,11
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,44,4,1011,1011,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,48,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,51,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,53,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,54,4,0101,0101,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,58,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,60,4,0101,0101,1,1111
alfworld,agentmark,gemini-flash,ID,2,107,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_107/evaluation_report.json,64,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,2,5,11100,11100,1,11111
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,7,5,10100,10100,1,11111
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,12,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,13,5,01110,01110,1,11111
alfworld,agentmark,gemini-flash,ID,2,108,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_108/evaluation_report.json,18,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,109,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_109/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,109,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_109/evaluation_report.json,2,5,11100,11100,1,11111
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,0,5,11111,11111,1,11111
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,5,5,00101,00101,1,11111
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,10,5,00101,00101,1,11111
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,15,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,17,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,18,5,10011,10011,1,11111
alfworld,agentmark,gemini-flash,ID,2,110,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_110/evaluation_report.json,23,5,11001,11001,1,11111
alfworld,agentmark,gemini-flash,ID,2,111,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_111/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,111,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_111/evaluation_report.json,2,5,11100,11100,1,11111
alfworld,agentmark,gemini-flash,ID,2,111,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_111/evaluation_report.json,7,3,101,101,1,111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,2,6,111001,111001,1,111111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,8,6,010010,010010,1,111111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,14,6,111010,111010,1,111111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,20,6,011110,011110,1,111111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,26,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,27,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,28,4,0011,0011,1,1111
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,32,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,112,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_112/evaluation_report.json,34,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,113,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_113/evaluation_report.json,0,5,11111,11111,1,11111
alfworld,agentmark,gemini-flash,ID,2,113,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_113/evaluation_report.json,5,4,0010,0010,1,1111
alfworld,agentmark,gemini-flash,ID,2,113,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_113/evaluation_report.json,9,4,1001,1001,1,1111
alfworld,agentmark,gemini-flash,ID,2,113,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_113/evaluation_report.json,13,5,01110,01110,1,11111
alfworld,agentmark,gemini-flash,ID,2,113,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_113/evaluation_report.json,18,4,1001,1001,1,1111
alfworld,agentmark,gemini-flash,ID,2,114,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_114/evaluation_report.json,0,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,114,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_114/evaluation_report.json,1,5,11110,11110,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,2,5,11100,11100,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,7,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,9,5,10010,10010,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,14,4,1110,1110,1,1111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,18,6,100111,100111,1,111111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,24,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,26,5,01001,01001,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,31,5,11101,11101,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,36,5,11101,11101,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,41,5,00010,00010,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,46,5,11010,11010,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,51,5,10001,10001,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,56,5,01100,01100,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,61,5,10110,10110,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,66,5,10010,10010,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,71,2,00,00,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,73,6,100110,100110,1,111111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,79,5,11010,11010,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,84,5,01101,01101,1,11111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,89,4,0011,0011,1,1111
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,93,2,00,00,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,95,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,115,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_115/evaluation_report.json,97,5,10000,10000,1,11111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,0,3,111,111,1,111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,3,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,6,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,7,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,9,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,11,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,14,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,15,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,18,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,116,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_116/evaluation_report.json,21,4,1111,1111,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,2,4,1110,1110,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,6,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,9,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,11,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,14,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,16,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,18,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,21,3,111,111,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,24,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,27,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,28,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,29,2,01,01,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,31,4,1110,1110,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,35,4,1111,1111,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,39,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,42,4,0010,0010,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,46,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,48,4,0101,0101,1,1111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,52,2,00,00,1,11
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,54,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,57,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,60,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,61,3,101,101,1,111
alfworld,agentmark,gemini-flash,ID,2,117,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_117/evaluation_report.json,64,4,1010,1010,1,1111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,0,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,2,4,1110,1110,1,1111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,6,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,9,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,11,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,14,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,15,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,18,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,21,2,11,11,1,11
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,23,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,26,3,010,010,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,29,4,0111,0111,1,1111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,33,4,1011,1011,1,1111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,37,3,110,110,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,40,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,43,1,0,0,1,1
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,44,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,46,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,47,4,1010,1010,1,1111
alfworld,agentmark,gemini-flash,ID,2,118,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_118/evaluation_report.json,51,2,10,10,1,11
alfworld,agentmark,gemini-flash,ID,2,119,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_119/evaluation_report.json,0,4,1111,1111,1,1111
alfworld,agentmark,gemini-flash,ID,2,119,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_119/evaluation_report.json,4,3,100,100,1,111
alfworld,agentmark,gemini-flash,ID,2,119,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_119/evaluation_report.json,7,1,1,1,1,1
alfworld,agentmark,gemini-flash,ID,2,119,L0_exact_probs,full,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_2/ID/task_119/evaluation_report.json,8,4,0100,0100,1,1111
