dataset,method,model,split,run,config,alpha,noise_rate,erasure_rate,N_clean,N_attack,compensation_ratio,observed_after_attack
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.05,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.05,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.05,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.05,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.05,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.1,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.15,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.2,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.3,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top2,0.01,0.5,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.0,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.05,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.1,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.15,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.2,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.3,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.0,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.1,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.2,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.3,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.5,,,,0
toolbench,rank,deepseek,G1_category,2,top3,0.01,0.5,0.7,,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.1,10,10,1.0,8
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.3,10,10,1.0,7
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.0,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.0,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.1,10,10,1.0,8
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.2,10,10,1.0,9
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.5,10,10,1.0,7
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.05,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.1,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.1,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.0,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.1,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.2,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.15,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.0,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.1,10,10,1.0,9
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.2,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.2,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.0,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.1,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.2,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.3,0.7,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.0,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.1,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.2,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.3,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.5,10,,,0
toolbench,rank,deepseek,G1_category,2,top5,0.01,0.5,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.1,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.3,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.0,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.3,10,10,1.0,7
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.5,10,10,1.0,7
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.05,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.1,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.15,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.2,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.3,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,full_rank,0.01,0.5,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.1,10,10,1.0,9
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.3,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.0,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.2,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.05,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.1,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.1,10,10,1.0,9
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.15,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.2,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.3,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.3,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top10,0.01,0.5,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.0,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.05,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.1,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.15,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.2,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.3,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top2,0.01,0.5,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.0,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.05,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.1,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.15,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.2,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.3,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.0,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.1,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.2,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.3,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.5,,,,0
toolbench,rank,deepseek,G1_category,3,top3,0.01,0.5,0.7,,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.1,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.2,10,10,1.0,9
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.0,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.3,10,10,1.0,8
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.05,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.1,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.5,10,10,1.0,7
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.1,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.1,10,10,1.0,9
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.15,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.2,10,10,1.0,9
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.2,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.3,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.3,0.7,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.0,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.1,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.2,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.3,10,10,1.0,7
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.5,10,,,0
toolbench,rank,deepseek,G1_category,3,top5,0.01,0.5,0.7,10,,,0
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.0,10,10,1.0,10
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.1,10,10,1.0,8
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.2,10,10,1.0,9
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.3,10,20,2.0,14
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.5,10,10,1.0,7
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.0,0.7,10,30,3.0,11
toolbench,rank,deepseek,G1_instruction,1,full_rank,0.01,0.05,0.0,10,20,2.0,20
