dataset,method,model,split,run,config,N,observed_N,matches,match_rate,p_value,log10_p_value,truncated
toolbench,agentmark,deepseek,G1_instruction,3,L0_exact_probs,200,34,34,1.0,5.820766091346741e-11,-10.23501985257536,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,20,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,30,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,50,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,80,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,100,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,150,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,1,L0_exact_probs,200,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,20,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,30,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,50,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,80,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,100,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,150,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,2,L0_exact_probs,200,12,12,1.0,0.000244140625,-3.612359947967774,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,20,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,30,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,50,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,80,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,100,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,150,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G1_tool,3,L0_exact_probs,200,14,14,1.0,6.103515625e-05,-4.214419939295737,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,30,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,50,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,80,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,100,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,150,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,1,L0_exact_probs,200,23,23,1.0,1.1920928955078125e-07,-6.923689900271567,True
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,50,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,80,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,100,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,150,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,deepseek,G2_category,2,L0_exact_probs,200,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,50,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,80,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,100,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,150,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,agentmark,deepseek,G2_category,3,L0_exact_probs,200,35,35,1.0,2.9103830456733704e-11,-10.536049848239342,True
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,50,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,80,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,100,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,150,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,agentmark,deepseek,G2_instruction,1,L0_exact_probs,200,33,33,1.0,1.1641532182693481e-10,-9.93398985691138,True
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,50,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,80,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,100,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,150,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G2_instruction,2,L0_exact_probs,200,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,20,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,30,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,50,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,80,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,100,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,150,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G2_instruction,3,L0_exact_probs,200,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,30,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,50,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,80,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,100,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,150,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,1,L0_exact_probs,200,28,28,1.0,3.725290298461914e-09,-8.428839878591473,True
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,50,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,80,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,100,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,150,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G3_instruction,2,L0_exact_probs,200,32,32,1.0,2.3283064365386963e-10,-9.632959861247398,True
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,50,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,80,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,100,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,150,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,deepseek,G3_instruction,3,L0_exact_probs,200,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,30,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,50,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,80,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,100,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,150,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,1,L0_exact_probs,200,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,20,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,30,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,50,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,80,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,100,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,150,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,2,L0_exact_probs,200,13,13,1.0,0.0001220703125,-3.9133899436317554,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,20,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,30,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,50,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,80,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,100,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,150,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_category,3,L0_exact_probs,200,15,15,1.0,3.0517578125e-05,-4.515449934959718,True
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,50,43,43,1.0,1.1368683772161603e-13,-12.944289813551192,True
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,80,43,43,1.0,1.1368683772161603e-13,-12.944289813551192,True
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,100,43,43,1.0,1.1368683772161603e-13,-12.944289813551192,True
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,150,43,43,1.0,1.1368683772161603e-13,-12.944289813551192,True
toolbench,agentmark,gemini-flash,G1_instruction,1,L0_exact_probs,200,43,43,1.0,1.1368683772161603e-13,-12.944289813551192,True
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,50,30,30,1.0,9.313225746154785e-10,-9.030899869919436,True
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,80,30,30,1.0,9.313225746154785e-10,-9.030899869919436,True
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,100,30,30,1.0,9.313225746154785e-10,-9.030899869919436,True
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,150,30,30,1.0,9.313225746154785e-10,-9.030899869919436,True
toolbench,agentmark,gemini-flash,G1_instruction,2,L0_exact_probs,200,30,30,1.0,9.313225746154785e-10,-9.030899869919436,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,20,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,30,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,50,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,80,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,100,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,150,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_instruction,3,L0_exact_probs,200,19,19,1.0,1.9073486328125e-06,-5.719569917615643,True
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,50,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,80,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,100,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,150,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G1_tool,1,L0_exact_probs,200,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,50,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,80,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,100,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,150,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_tool,2,L0_exact_probs,200,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,30,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,50,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,80,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,100,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,150,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G1_tool,3,L0_exact_probs,200,24,24,1.0,5.960464477539063e-08,-7.224719895935548,True
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,50,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,80,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,100,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,150,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G2_category,1,L0_exact_probs,200,31,31,1.0,4.656612873077393e-10,-9.331929865583417,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,30,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,50,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,80,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,100,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,150,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,2,L0_exact_probs,200,22,22,1.0,2.384185791015625e-07,-6.622659904607587,True
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,10,10,10,1.0,0.0009765625,-3.010299956639812,False
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,20,20,20,1.0,9.5367431640625e-07,-6.020599913279624,False
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,30,30,30,1.0,9.313225746154785e-10,-9.030899869919436,False
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,50,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,80,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,100,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,150,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G2_category,3,L0_exact_probs,200,36,36,1.0,1.4551915228366852e-11,-10.837079843903323,True
toolbench,agentmark,gemini-flash,G2_instruction,1,L0_exact_probs,5,5,5,1.0,0.03125,-1.505149978319906,False
