dataset,method,model,split,run,task_id,source,payload,payload_len,stream_key,meta_source,meta_path,packet_count,dedup_packet_count,conflicts,accepted_steps,no_bits_steps,len_mismatch_steps,decode_exception_steps,recovered_payload,decode_ok,failure_reason
alfworld,agentmark,gemini-flash,ID,1,033,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_033/evaluation_report.json,11001101,8,2025,report_metadata,,2,2,0,1,3,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,034,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_034/evaluation_report.json,11001101,8,2025,report_metadata,,34,34,0,12,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,035,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_035/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,3,2,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,036,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_036/evaluation_report.json,11001101,8,2025,report_metadata,,20,20,0,8,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,037,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_037/evaluation_report.json,11001101,8,2025,report_metadata,,49,49,0,16,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,038,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_038/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,2,4,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,039,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_039/evaluation_report.json,11001101,8,2025,report_metadata,,4,4,0,2,4,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,040,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_040/evaluation_report.json,11001101,8,2025,report_metadata,,2,2,0,1,4,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,041,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_041/evaluation_report.json,11001101,8,2025,report_metadata,,42,42,0,15,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,042,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_042/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,5,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,043,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_043/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,5,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,044,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_044/evaluation_report.json,11001101,8,2025,report_metadata,,10,10,0,5,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,045,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_045/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,1,3,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,046,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_046/evaluation_report.json,11001101,8,2025,report_metadata,,51,51,0,18,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,047,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_047/evaluation_report.json,11001101,8,2025,report_metadata,,87,87,0,23,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,048,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_048/evaluation_report.json,11001101,8,2025,report_metadata,,54,54,0,12,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,049,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_049/evaluation_report.json,11001101,8,2025,report_metadata,,107,107,0,22,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,050,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_050/evaluation_report.json,11001101,8,2025,report_metadata,,22,22,0,6,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,051,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_051/evaluation_report.json,11001101,8,2025,report_metadata,,82,82,0,16,9,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,052,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_052/evaluation_report.json,11001101,8,2025,report_metadata,,99,99,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,053,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_053/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,3,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,054,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_054/evaluation_report.json,11001101,8,2025,report_metadata,,19,19,0,5,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,055,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_055/evaluation_report.json,11001101,8,2025,report_metadata,,66,66,0,27,3,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,056,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_056/evaluation_report.json,11001101,8,2025,report_metadata,,20,20,0,10,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,057,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_057/evaluation_report.json,11001101,8,2025,report_metadata,,25,25,0,8,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,058,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_058/evaluation_report.json,11001101,8,2025,report_metadata,,118,118,0,27,3,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,059,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_059/evaluation_report.json,11001101,8,2025,report_metadata,,10,10,0,5,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,060,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_060/evaluation_report.json,11001101,8,2025,report_metadata,,42,42,0,9,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,061,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_061/evaluation_report.json,11001101,8,2025,report_metadata,,70,70,0,15,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,062,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_062/evaluation_report.json,11001101,8,2025,report_metadata,,21,21,0,6,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,063,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_063/evaluation_report.json,11001101,8,2025,report_metadata,,22,22,0,8,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,064,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_064/evaluation_report.json,11001101,8,2025,report_metadata,,14,14,0,4,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,065,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_065/evaluation_report.json,11001101,8,2025,report_metadata,,84,84,0,21,9,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,066,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_066/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,3,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,067,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_067/evaluation_report.json,11001101,8,2025,report_metadata,,29,29,0,8,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,068,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_068/evaluation_report.json,11001101,8,2025,report_metadata,,49,49,0,11,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,069,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_069/evaluation_report.json,11001101,8,2025,report_metadata,,66,66,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,070,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_070/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,4,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,071,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_071/evaluation_report.json,11001101,8,2025,report_metadata,,13,13,0,5,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,072,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_072/evaluation_report.json,11001101,8,2025,report_metadata,,27,27,0,10,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,073,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_073/evaluation_report.json,11001101,8,2025,report_metadata,,18,18,0,7,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,074,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_074/evaluation_report.json,11001101,8,2025,report_metadata,,40,40,0,13,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,075,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_075/evaluation_report.json,11001101,8,2025,report_metadata,,69,69,0,28,2,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,076,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_076/evaluation_report.json,11001101,8,2025,report_metadata,,20,20,0,6,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,077,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_077/evaluation_report.json,11001101,8,2025,report_metadata,,78,78,0,21,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,078,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_078/evaluation_report.json,11001101,8,2025,report_metadata,,12,12,0,5,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,079,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_079/evaluation_report.json,11001101,8,2025,report_metadata,,98,98,0,25,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,080,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_080/evaluation_report.json,11001101,8,2025,report_metadata,,79,79,0,22,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,081,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_081/evaluation_report.json,11001101,8,2025,report_metadata,,95,95,0,21,9,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,082,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_082/evaluation_report.json,11001101,8,2025,report_metadata,,31,31,0,10,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,083,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_083/evaluation_report.json,11001101,8,2025,report_metadata,,75,75,0,18,12,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,084,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_084/evaluation_report.json,11001101,8,2025,report_metadata,,2,2,0,1,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,085,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_085/evaluation_report.json,11001101,8,2025,report_metadata,,27,27,0,8,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,086,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_086/evaluation_report.json,11001101,8,2025,report_metadata,,63,63,0,13,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,087,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_087/evaluation_report.json,11001101,8,2025,report_metadata,,12,12,0,4,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,088,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_088/evaluation_report.json,11001101,8,2025,report_metadata,,40,40,0,9,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,089,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_089/evaluation_report.json,11001101,8,2025,report_metadata,,3,3,0,1,3,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,090,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_090/evaluation_report.json,11001101,8,2025,report_metadata,,14,14,0,5,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,091,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_091/evaluation_report.json,11001101,8,2025,report_metadata,,35,35,0,10,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,092,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_092/evaluation_report.json,11001101,8,2025,report_metadata,,34,34,0,11,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,093,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_093/evaluation_report.json,11001101,8,2025,report_metadata,,33,33,0,8,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,094,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_094/evaluation_report.json,11001101,8,2025,report_metadata,,30,30,0,8,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,095,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_095/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,3,4,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,096,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_096/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,3,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,097,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_097/evaluation_report.json,11001101,8,2025,report_metadata,,20,20,0,6,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,098,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_098/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,099,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_099/evaluation_report.json,11001101,8,2025,report_metadata,,115,115,0,27,3,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,100,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_100/evaluation_report.json,11001101,8,2025,report_metadata,,65,65,0,21,9,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,101,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_101/evaluation_report.json,11001101,8,2025,report_metadata,,45,45,0,11,19,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,102,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_102/evaluation_report.json,11001101,8,2025,report_metadata,,8,8,0,5,3,0,0,,False,rank_deficient
alfworld,agentmark,gemini-flash,ID,1,103,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_103/evaluation_report.json,11001101,8,2025,report_metadata,,11,11,0,4,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,104,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_104/evaluation_report.json,11001101,8,2025,report_metadata,,24,24,0,7,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,105,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_105/evaluation_report.json,11001101,8,2025,report_metadata,,5,5,0,3,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,106,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_106/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,107,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_107/evaluation_report.json,11001101,8,2025,report_metadata,,35,35,0,10,20,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,108,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_108/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,2,5,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,109,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_109/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,110,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_110/evaluation_report.json,11001101,8,2025,report_metadata,,43,43,0,14,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,111,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_111/evaluation_report.json,11001101,8,2025,report_metadata,,16,16,0,4,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,112,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_112/evaluation_report.json,11001101,8,2025,report_metadata,,31,31,0,10,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,113,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_113/evaluation_report.json,11001101,8,2025,report_metadata,,26,26,0,8,14,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,114,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_114/evaluation_report.json,11001101,8,2025,report_metadata,,6,6,0,2,6,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,115,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_115/evaluation_report.json,11001101,8,2025,report_metadata,,100,100,0,28,2,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,116,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_116/evaluation_report.json,11001101,8,2025,report_metadata,,33,33,0,15,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,117,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_117/evaluation_report.json,11001101,8,2025,report_metadata,,68,68,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,118,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_118/evaluation_report.json,11001101,8,2025,report_metadata,,49,49,0,18,12,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,119,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_119/evaluation_report.json,11001101,8,2025,report_metadata,,65,65,0,22,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,120,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_120/evaluation_report.json,11001101,8,2025,report_metadata,,7,7,0,3,3,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,ID,1,121,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_121/evaluation_report.json,11001101,8,2025,report_metadata,,14,14,0,8,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,122,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_122/evaluation_report.json,11001101,8,2025,report_metadata,,25,25,0,8,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,123,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_123/evaluation_report.json,11001101,8,2025,report_metadata,,85,85,0,23,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,124,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_124/evaluation_report.json,11001101,8,2025,report_metadata,,80,80,0,22,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,125,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_125/evaluation_report.json,11001101,8,2025,report_metadata,,90,90,0,20,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,126,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_126/evaluation_report.json,11001101,8,2025,report_metadata,,71,71,0,22,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,127,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_127/evaluation_report.json,11001101,8,2025,report_metadata,,9,9,0,3,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,128,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_128/evaluation_report.json,11001101,8,2025,report_metadata,,14,14,0,6,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,129,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_129/evaluation_report.json,11001101,8,2025,report_metadata,,30,30,0,13,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,130,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_130/evaluation_report.json,11001101,8,2025,report_metadata,,109,109,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,131,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_131/evaluation_report.json,11001101,8,2025,report_metadata,,44,44,0,17,13,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,132,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_132/evaluation_report.json,11001101,8,2025,report_metadata,,18,18,0,10,14,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,133,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_133/evaluation_report.json,11001101,8,2025,report_metadata,,60,60,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,134,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_134/evaluation_report.json,11001101,8,2025,report_metadata,,10,10,0,6,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,135,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_135/evaluation_report.json,11001101,8,2025,report_metadata,,53,53,0,23,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,136,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_136/evaluation_report.json,11001101,8,2025,report_metadata,,79,79,0,25,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,137,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_137/evaluation_report.json,11001101,8,2025,report_metadata,,15,15,0,8,10,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,138,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_138/evaluation_report.json,11001101,8,2025,report_metadata,,27,27,0,10,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,ID,1,139,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/ID/task_139/evaluation_report.json,11001101,8,2025,report_metadata,,48,48,0,19,11,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,000,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_000/evaluation_report.json,11001101,8,2025,report_metadata,,73,73,0,26,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,001,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_001/evaluation_report.json,11001101,8,2025,report_metadata,,64,64,0,22,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,002,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_002/evaluation_report.json,11001101,8,2025,report_metadata,,2,2,0,2,1,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,OOD,1,003,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_003/evaluation_report.json,11001101,8,2025,report_metadata,,71,71,0,24,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,004,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_004/evaluation_report.json,11001101,8,2025,report_metadata,,77,77,0,26,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,005,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_005/evaluation_report.json,11001101,8,2025,report_metadata,,80,80,0,26,4,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,006,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_006/evaluation_report.json,11001101,8,2025,report_metadata,,42,42,0,12,18,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,007,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_007/evaluation_report.json,11001101,8,2025,report_metadata,,27,27,0,9,6,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,008,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_008/evaluation_report.json,11001101,8,2025,report_metadata,,42,42,0,14,8,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,009,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_009/evaluation_report.json,11001101,8,2025,report_metadata,,71,71,0,23,7,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,010,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_010/evaluation_report.json,11001101,8,2025,report_metadata,,71,71,0,25,5,0,0,11001101,True,
alfworld,agentmark,gemini-flash,OOD,1,011,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_011/evaluation_report.json,11001101,8,2025,report_metadata,,1,1,0,1,2,0,0,,False,insufficient_packets
alfworld,agentmark,gemini-flash,OOD,1,012,/root/autodl-tmp/output-0510/alfworld/agentmark/gemini-flash/run_1/OOD/task_012/evaluation_report.json,11001101,8,2025,report_metadata,,31,31,0,12,6,0,0,11001101,True,
