model,split,topk,noise_model,epsilon,trajectories,strict_decode_success_rate,dedup_packet_mean,accepted_steps_mean,c_nom_proxy_bits,c_eff_proxy_bits,observed_accepted_over_cnom,prop2_flip_upper_curve
deepseek,G2_category,3,kendall_tau,0.35,600,0.0,0.53,0.53,0.53,0.0,1.0,0.5775
deepseek,G2_category,3,kendall_tau,0.4,600,0.0,0.498333,0.498333,0.498333,0.0,1.0,0.64
deepseek,G2_category,3,kendall_tau,0.45,600,0.0,0.511667,0.511667,0.511667,0.0,1.0,0.6975
deepseek,G2_category,3,kendall_tau,0.5,600,0.0,0.52,0.52,0.52,0.0,1.0,0.75
deepseek,G2_category,5,kendall_tau,0.0,600,0.0,1.35,1.133333,1.35,0.0,0.839506,0.0
deepseek,G2_category,5,kendall_tau,0.05,600,0.0,1.35,1.133333,1.35,0.0,0.839506,0.142625
deepseek,G2_category,5,kendall_tau,0.1,600,0.0,1.35,1.133333,1.35,0.0,0.839506,0.271
deepseek,G2_category,5,kendall_tau,0.15,600,0.0,0.923333,0.816667,0.923333,0.0,0.884477,0.385875
deepseek,G2_category,5,kendall_tau,0.2,600,0.0,0.918333,0.806667,0.918333,0.0,0.878404,0.488
deepseek,G2_category,5,kendall_tau,0.25,600,0.0,0.966667,0.85,0.966667,0.0,0.87931,0.578125
deepseek,G2_category,5,kendall_tau,0.3,600,0.0,0.928333,0.816667,0.928333,0.0,0.879713,0.657
deepseek,G2_category,5,kendall_tau,0.35,600,0.0,0.91,0.796667,0.91,0.0,0.875458,0.725375
deepseek,G2_category,5,kendall_tau,0.4,600,0.0,0.795,0.715,0.795,0.0,0.899371,0.784
deepseek,G2_category,5,kendall_tau,0.45,600,0.0,0.776667,0.701667,0.776667,0.0,0.903434,0.833625
deepseek,G2_category,5,kendall_tau,0.5,600,0.0,0.783333,0.713333,0.783333,0.0,0.910638,0.875
deepseek,G2_category,10,kendall_tau,0.0,600,0.0,2.1,1.516667,2.1,0.0,0.722222,0.0
deepseek,G2_category,10,kendall_tau,0.05,600,0.0,2.1,1.516667,2.1,0.0,0.722222,0.185494
deepseek,G2_category,10,kendall_tau,0.1,600,0.0,1.82,1.325,1.82,0.0,0.728022,0.3439
deepseek,G2_category,10,kendall_tau,0.15,600,0.0,1.736667,1.255,1.736667,0.0,0.722649,0.477994
deepseek,G2_category,10,kendall_tau,0.2,600,0.0,1.626667,1.198333,1.626667,0.0,0.73668,0.5904
deepseek,G2_category,10,kendall_tau,0.25,600,0.0,1.575,1.146667,1.575,0.0,0.728043,0.683594
deepseek,G2_category,10,kendall_tau,0.3,600,0.0,1.465,1.058333,1.465,0.0,0.722412,0.7599
deepseek,G2_category,10,kendall_tau,0.35,600,0.0,1.421667,1.031667,1.421667,0.0,0.725674,0.821494
deepseek,G2_category,10,kendall_tau,0.4,600,0.0,1.431667,1.033333,1.431667,0.0,0.721769,0.8704
deepseek,G2_category,10,kendall_tau,0.45,600,0.0,1.338333,0.991667,1.338333,0.0,0.740972,0.908494
deepseek,G2_category,10,kendall_tau,0.5,600,0.0,1.386667,1.0,1.386667,0.0,0.721154,0.9375
deepseek,G2_instruction,3,adjacent_swap,0.0,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0
deepseek,G2_instruction,3,adjacent_swap,0.05,600,0.0,0.461667,0.461667,0.461667,0.0,1.0,0.0975
deepseek,G2_instruction,3,adjacent_swap,0.1,600,0.0,0.446667,0.446667,0.446667,0.0,1.0,0.19
deepseek,G2_instruction,3,adjacent_swap,0.15,600,0.0,0.438333,0.438333,0.438333,0.0,1.0,0.2775
deepseek,G2_instruction,3,adjacent_swap,0.2,600,0.0,0.416667,0.416667,0.416667,0.0,1.0,0.36
deepseek,G2_instruction,3,adjacent_swap,0.25,600,0.0,0.393333,0.393333,0.393333,0.0,1.0,0.4375
deepseek,G2_instruction,3,adjacent_swap,0.3,600,0.0,0.398333,0.398333,0.398333,0.0,1.0,0.51
deepseek,G2_instruction,3,adjacent_swap,0.35,600,0.0,0.383333,0.383333,0.383333,0.0,1.0,0.5775
deepseek,G2_instruction,3,adjacent_swap,0.4,600,0.0,0.34,0.34,0.34,0.0,1.0,0.64
deepseek,G2_instruction,3,adjacent_swap,0.45,600,0.0,0.335,0.335,0.335,0.0,1.0,0.6975
deepseek,G2_instruction,3,adjacent_swap,0.5,600,0.0,0.313333,0.313333,0.313333,0.0,1.0,0.75
deepseek,G2_instruction,5,adjacent_swap,0.0,600,0.0,1.016667,0.816667,1.016667,0.0,0.803279,0.0
deepseek,G2_instruction,5,adjacent_swap,0.05,600,0.0,0.953333,0.765,0.953333,0.0,0.802448,0.142625
deepseek,G2_instruction,5,adjacent_swap,0.1,600,0.0,0.848333,0.698333,0.848333,0.0,0.823183,0.271
deepseek,G2_instruction,5,adjacent_swap,0.15,600,0.0,0.851667,0.698333,0.851667,0.0,0.81996,0.385875
deepseek,G2_instruction,5,adjacent_swap,0.2,600,0.0,0.748333,0.625,0.748333,0.0,0.83519,0.488
deepseek,G2_instruction,5,adjacent_swap,0.25,600,0.0,0.726667,0.608333,0.726667,0.0,0.837155,0.578125
deepseek,G2_instruction,5,adjacent_swap,0.3,600,0.0,0.666667,0.556667,0.666667,0.0,0.835,0.657
deepseek,G2_instruction,5,adjacent_swap,0.35,600,0.0,0.663333,0.561667,0.663333,0.0,0.846735,0.725375
deepseek,G2_instruction,5,adjacent_swap,0.4,600,0.0,0.563333,0.468333,0.563333,0.0,0.831361,0.784
deepseek,G2_instruction,5,adjacent_swap,0.45,600,0.0,0.531667,0.453333,0.531667,0.0,0.852663,0.833625
deepseek,G2_instruction,5,adjacent_swap,0.5,600,0.0,0.501667,0.435,0.501667,0.0,0.867109,0.875
deepseek,G2_instruction,10,adjacent_swap,0.0,600,0.0,1.416667,1.016667,1.416667,0.0,0.717647,0.0
deepseek,G2_instruction,10,adjacent_swap,0.05,600,0.0,1.316667,0.948333,1.316667,0.0,0.720253,0.185494
deepseek,G2_instruction,10,adjacent_swap,0.1,600,0.0,1.248333,0.9,1.248333,0.0,0.720961,0.3439
deepseek,G2_instruction,10,adjacent_swap,0.15,600,0.0,1.113333,0.818333,1.113333,0.0,0.73503,0.477994
deepseek,G2_instruction,10,adjacent_swap,0.2,600,0.0,1.08,0.788333,1.08,0.0,0.729938,0.5904
deepseek,G2_instruction,10,adjacent_swap,0.25,600,0.0,0.993333,0.731667,0.993333,0.0,0.736578,0.683594
deepseek,G2_instruction,10,adjacent_swap,0.3,600,0.0,0.993333,0.72,0.993333,0.0,0.724832,0.7599
deepseek,G2_instruction,10,adjacent_swap,0.35,600,0.0,0.891667,0.658333,0.891667,0.0,0.738317,0.821494
deepseek,G2_instruction,10,adjacent_swap,0.4,600,0.0,0.84,0.613333,0.84,0.0,0.730158,0.8704
deepseek,G2_instruction,10,adjacent_swap,0.45,600,0.0,0.758333,0.551667,0.758333,0.0,0.727473,0.908494
deepseek,G2_instruction,10,adjacent_swap,0.5,600,0.0,0.741667,0.546667,0.741667,0.0,0.737079,0.9375
deepseek,G2_instruction,3,kendall_tau,0.0,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0
deepseek,G2_instruction,3,kendall_tau,0.05,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.0975
deepseek,G2_instruction,3,kendall_tau,0.1,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.19
deepseek,G2_instruction,3,kendall_tau,0.15,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.2775
deepseek,G2_instruction,3,kendall_tau,0.2,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.36
deepseek,G2_instruction,3,kendall_tau,0.25,600,0.0,0.483333,0.483333,0.483333,0.0,1.0,0.4375
deepseek,G2_instruction,3,kendall_tau,0.3,600,0.0,0.363333,0.363333,0.363333,0.0,1.0,0.51
deepseek,G2_instruction,3,kendall_tau,0.35,600,0.0,0.375,0.375,0.375,0.0,1.0,0.5775
deepseek,G2_instruction,3,kendall_tau,0.4,600,0.0,0.353333,0.353333,0.353333,0.0,1.0,0.64
deepseek,G2_instruction,3,kendall_tau,0.45,600,0.0,0.343333,0.343333,0.343333,0.0,1.0,0.6975
deepseek,G2_instruction,3,kendall_tau,0.5,600,0.0,0.356667,0.356667,0.356667,0.0,1.0,0.75
deepseek,G2_instruction,5,kendall_tau,0.0,600,0.0,1.016667,0.816667,1.016667,0.0,0.803279,0.0
deepseek,G2_instruction,5,kendall_tau,0.05,600,0.0,1.016667,0.816667,1.016667,0.0,0.803279,0.142625
deepseek,G2_instruction,5,kendall_tau,0.1,600,0.0,1.016667,0.816667,1.016667,0.0,0.803279,0.271
deepseek,G2_instruction,5,kendall_tau,0.15,600,0.0,0.726667,0.61,0.726667,0.0,0.839449,0.385875
deepseek,G2_instruction,5,kendall_tau,0.2,600,0.0,0.663333,0.575,0.663333,0.0,0.866835,0.488
deepseek,G2_instruction,5,kendall_tau,0.25,600,0.0,0.698333,0.595,0.698333,0.0,0.852029,0.578125
deepseek,G2_instruction,5,kendall_tau,0.3,600,0.0,0.678333,0.57,0.678333,0.0,0.840295,0.657
deepseek,G2_instruction,5,kendall_tau,0.35,600,0.0,0.711667,0.593333,0.711667,0.0,0.833723,0.725375
deepseek,G2_instruction,5,kendall_tau,0.4,600,0.0,0.605,0.528333,0.605,0.0,0.873278,0.784
deepseek,G2_instruction,5,kendall_tau,0.45,600,0.0,0.605,0.521667,0.605,0.0,0.86226,0.833625
deepseek,G2_instruction,5,kendall_tau,0.5,600,0.0,0.633333,0.536667,0.633333,0.0,0.847369,0.875
deepseek,G2_instruction,10,kendall_tau,0.0,600,0.0,1.416667,1.016667,1.416667,0.0,0.717647,0.0
deepseek,G2_instruction,10,kendall_tau,0.05,600,0.0,1.416667,1.016667,1.416667,0.0,0.717647,0.185494
deepseek,G2_instruction,10,kendall_tau,0.1,600,0.0,1.235,0.915,1.235,0.0,0.740891,0.3439
deepseek,G2_instruction,10,kendall_tau,0.15,600,0.0,1.055,0.78,1.055,0.0,0.739336,0.477994
deepseek,G2_instruction,10,kendall_tau,0.2,600,0.0,1.023333,0.75,1.023333,0.0,0.732899,0.5904
deepseek,G2_instruction,10,kendall_tau,0.25,600,0.0,0.99,0.74,0.99,0.0,0.747475,0.683594
deepseek,G2_instruction,10,kendall_tau,0.3,600,0.0,0.981667,0.726667,0.981667,0.0,0.740238,0.7599
deepseek,G2_instruction,10,kendall_tau,0.35,600,0.0,1.055,0.761667,1.055,0.0,0.721959,0.821494
deepseek,G2_instruction,10,kendall_tau,0.4,600,0.0,0.903333,0.673333,0.903333,0.0,0.745387,0.8704
deepseek,G2_instruction,10,kendall_tau,0.45,600,0.0,0.913333,0.685,0.913333,0.0,0.75,0.908494
deepseek,G2_instruction,10,kendall_tau,0.5,600,0.0,0.843333,0.621667,0.843333,0.0,0.737155,0.9375
deepseek,G3_instruction,3,adjacent_swap,0.0,600,0.0,0.65,0.65,0.65,0.0,1.0,0.0
deepseek,G3_instruction,3,adjacent_swap,0.05,600,0.0,0.631667,0.631667,0.631667,0.0,1.0,0.0975
deepseek,G3_instruction,3,adjacent_swap,0.1,600,0.0,0.623333,0.623333,0.623333,0.0,1.0,0.19
deepseek,G3_instruction,3,adjacent_swap,0.15,600,0.0,0.601667,0.601667,0.601667,0.0,1.0,0.2775
deepseek,G3_instruction,3,adjacent_swap,0.2,600,0.0,0.571667,0.571667,0.571667,0.0,1.0,0.36
deepseek,G3_instruction,3,adjacent_swap,0.25,600,0.0,0.538333,0.538333,0.538333,0.0,1.0,0.4375
deepseek,G3_instruction,3,adjacent_swap,0.3,600,0.0,0.533333,0.533333,0.533333,0.0,1.0,0.51
deepseek,G3_instruction,3,adjacent_swap,0.35,600,0.0,0.511667,0.511667,0.511667,0.0,1.0,0.5775
deepseek,G3_instruction,3,adjacent_swap,0.4,600,0.0,0.466667,0.466667,0.466667,0.0,1.0,0.64
deepseek,G3_instruction,3,adjacent_swap,0.45,600,0.0,0.461667,0.461667,0.461667,0.0,1.0,0.6975
deepseek,G3_instruction,3,adjacent_swap,0.5,600,0.0,0.458333,0.458333,0.458333,0.0,1.0,0.75
deepseek,G3_instruction,5,adjacent_swap,0.0,600,0.0,1.283333,0.966667,1.283333,0.0,0.753247,0.0
deepseek,G3_instruction,5,adjacent_swap,0.05,600,0.0,1.206667,0.911667,1.206667,0.0,0.755525,0.142625
deepseek,G3_instruction,5,adjacent_swap,0.1,600,0.0,1.181667,0.891667,1.181667,0.0,0.754584,0.271
deepseek,G3_instruction,5,adjacent_swap,0.15,600,0.0,1.09,0.831667,1.09,0.0,0.762997,0.385875
deepseek,G3_instruction,5,adjacent_swap,0.2,600,0.0,1.053333,0.795,1.053333,0.0,0.754747,0.488
deepseek,G3_instruction,5,adjacent_swap,0.25,600,0.0,0.983333,0.736667,0.983333,0.0,0.749153,0.578125
deepseek,G3_instruction,5,adjacent_swap,0.3,600,0.0,0.94,0.708333,0.94,0.0,0.753546,0.657
deepseek,G3_instruction,5,adjacent_swap,0.35,600,0.0,0.818333,0.625,0.818333,0.0,0.763748,0.725375
deepseek,G3_instruction,5,adjacent_swap,0.4,600,0.0,0.798333,0.615,0.798333,0.0,0.770355,0.784
deepseek,G3_instruction,5,adjacent_swap,0.45,600,0.0,0.783333,0.598333,0.783333,0.0,0.76383,0.833625
deepseek,G3_instruction,5,adjacent_swap,0.5,600,0.0,0.7,0.533333,0.7,0.0,0.761904,0.875
deepseek,G3_instruction,10,adjacent_swap,0.0,600,0.016667,1.583333,1.083333,1.583333,0.026389,0.68421,0.0
deepseek,G3_instruction,10,adjacent_swap,0.05,600,0.016667,1.506667,1.033333,1.506667,0.025112,0.68584,0.185494
deepseek,G3_instruction,10,adjacent_swap,0.1,600,0.011667,1.361667,0.955,1.361667,0.015887,0.701346,0.3439
deepseek,G3_instruction,10,adjacent_swap,0.15,600,0.013333,1.306667,0.9,1.306667,0.017422,0.688775,0.477994
deepseek,G3_instruction,10,adjacent_swap,0.2,600,0.013333,1.268333,0.875,1.268333,0.016911,0.689882,0.5904
deepseek,G3_instruction,10,adjacent_swap,0.25,600,0.005,1.126667,0.801667,1.126667,0.005633,0.711539,0.683594
deepseek,G3_instruction,10,adjacent_swap,0.3,600,0.01,1.146667,0.79,1.146667,0.011467,0.688953,0.7599
deepseek,G3_instruction,10,adjacent_swap,0.35,600,0.008333,1.115,0.78,1.115,0.009291,0.699552,0.821494
deepseek,G3_instruction,10,adjacent_swap,0.4,600,0.008333,0.996667,0.7,0.996667,0.008305,0.702341,0.8704
deepseek,G3_instruction,10,adjacent_swap,0.45,600,0.001667,0.93,0.656667,0.93,0.00155,0.706094,0.908494
deepseek,G3_instruction,10,adjacent_swap,0.5,600,0.003333,0.873333,0.616667,0.873333,0.002911,0.706108,0.9375
deepseek,G3_instruction,3,kendall_tau,0.0,600,0.0,0.65,0.65,0.65,0.0,1.0,0.0
deepseek,G3_instruction,3,kendall_tau,0.05,600,0.0,0.65,0.65,0.65,0.0,1.0,0.0975
deepseek,G3_instruction,3,kendall_tau,0.1,600,0.0,0.65,0.65,0.65,0.0,1.0,0.19
deepseek,G3_instruction,3,kendall_tau,0.15,600,0.0,0.65,0.65,0.65,0.0,1.0,0.2775
deepseek,G3_instruction,3,kendall_tau,0.2,600,0.0,0.65,0.65,0.65,0.0,1.0,0.36
deepseek,G3_instruction,3,kendall_tau,0.25,600,0.0,0.65,0.65,0.65,0.0,1.0,0.4375
deepseek,G3_instruction,3,kendall_tau,0.3,600,0.0,0.456667,0.456667,0.456667,0.0,1.0,0.51
deepseek,G3_instruction,3,kendall_tau,0.35,600,0.0,0.43,0.43,0.43,0.0,1.0,0.5775
deepseek,G3_instruction,3,kendall_tau,0.4,600,0.0,0.438333,0.438333,0.438333,0.0,1.0,0.64
deepseek,G3_instruction,3,kendall_tau,0.45,600,0.0,0.456667,0.456667,0.456667,0.0,1.0,0.6975
deepseek,G3_instruction,3,kendall_tau,0.5,600,0.0,0.415,0.415,0.415,0.0,1.0,0.75
deepseek,G3_instruction,5,kendall_tau,0.0,600,0.0,1.283333,0.966667,1.283333,0.0,0.753247,0.0
deepseek,G3_instruction,5,kendall_tau,0.05,600,0.0,1.283333,0.966667,1.283333,0.0,0.753247,0.142625
deepseek,G3_instruction,5,kendall_tau,0.1,600,0.0,1.283333,0.966667,1.283333,0.0,0.753247,0.271
deepseek,G3_instruction,5,kendall_tau,0.15,600,0.0,1.2,0.925,1.2,0.0,0.770833,0.385875
deepseek,G3_instruction,5,kendall_tau,0.2,600,0.0,0.856667,0.666667,0.856667,0.0,0.77821,0.488
deepseek,G3_instruction,5,kendall_tau,0.25,600,0.0,0.876667,0.693333,0.876667,0.0,0.790874,0.578125
deepseek,G3_instruction,5,kendall_tau,0.3,600,0.0,0.808333,0.616667,0.808333,0.0,0.762887,0.657
deepseek,G3_instruction,5,kendall_tau,0.35,600,0.0,0.855,0.643333,0.855,0.0,0.752436,0.725375
deepseek,G3_instruction,5,kendall_tau,0.4,600,0.0,0.811667,0.625,0.811667,0.0,0.77002,0.784
deepseek,G3_instruction,5,kendall_tau,0.45,600,0.0,0.823333,0.645,0.823333,0.0,0.783401,0.833625
deepseek,G3_instruction,5,kendall_tau,0.5,600,0.0,0.668333,0.52,0.668333,0.0,0.778055,0.875
deepseek,G3_instruction,10,kendall_tau,0.0,600,0.016667,1.583333,1.083333,1.583333,0.026389,0.68421,0.0
deepseek,G3_instruction,10,kendall_tau,0.05,600,0.016667,1.583333,1.083333,1.583333,0.026389,0.68421,0.185494
deepseek,G3_instruction,10,kendall_tau,0.1,600,0.015,1.508333,1.051667,1.508333,0.022625,0.697238,0.3439
deepseek,G3_instruction,10,kendall_tau,0.15,600,0.015,1.49,1.043333,1.49,0.02235,0.700223,0.477994
deepseek,G3_instruction,10,kendall_tau,0.2,600,0.011667,1.116667,0.78,1.116667,0.013028,0.698507,0.5904
deepseek,G3_instruction,10,kendall_tau,0.25,600,0.008333,1.095,0.763333,1.095,0.009125,0.697108,0.683594
deepseek,G3_instruction,10,kendall_tau,0.3,600,0.01,1.038333,0.726667,1.038333,0.010383,0.69984,0.7599
deepseek,G3_instruction,10,kendall_tau,0.35,600,0.005,0.953333,0.665,0.953333,0.004767,0.697553,0.821494
deepseek,G3_instruction,10,kendall_tau,0.4,600,0.008333,1.02,0.718333,1.02,0.0085,0.704248,0.8704
deepseek,G3_instruction,10,kendall_tau,0.45,600,0.01,0.978333,0.683333,0.978333,0.009783,0.698467,0.908494
deepseek,G3_instruction,10,kendall_tau,0.5,600,0.003333,0.853333,0.595,0.853333,0.002844,0.697266,0.9375
gemini-flash,G1_category,3,adjacent_swap,0.0,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0
gemini-flash,G1_category,3,adjacent_swap,0.05,600,0.0,0.438333,0.438333,0.438333,0.0,1.0,0.0975
gemini-flash,G1_category,3,adjacent_swap,0.1,600,0.0,0.426667,0.426667,0.426667,0.0,1.0,0.19
gemini-flash,G1_category,3,adjacent_swap,0.15,600,0.0,0.416667,0.416667,0.416667,0.0,1.0,0.2775
gemini-flash,G1_category,3,adjacent_swap,0.2,600,0.0,0.4,0.4,0.4,0.0,1.0,0.36
gemini-flash,G1_category,3,adjacent_swap,0.25,600,0.0,0.385,0.385,0.385,0.0,1.0,0.4375
gemini-flash,G1_category,3,adjacent_swap,0.3,600,0.0,0.37,0.37,0.37,0.0,1.0,0.51
gemini-flash,G1_category,3,adjacent_swap,0.35,600,0.0,0.365,0.365,0.365,0.0,1.0,0.5775
gemini-flash,G1_category,3,adjacent_swap,0.4,600,0.0,0.343333,0.343333,0.343333,0.0,1.0,0.64
gemini-flash,G1_category,3,adjacent_swap,0.45,600,0.0,0.351667,0.351667,0.351667,0.0,1.0,0.6975
gemini-flash,G1_category,3,adjacent_swap,0.5,600,0.0,0.318333,0.318333,0.318333,0.0,1.0,0.75
gemini-flash,G1_category,5,adjacent_swap,0.0,600,0.0,0.666667,0.6,0.666667,0.0,0.9,0.0
gemini-flash,G1_category,5,adjacent_swap,0.05,600,0.0,0.636667,0.576667,0.636667,0.0,0.905759,0.142625
gemini-flash,G1_category,5,adjacent_swap,0.1,600,0.0,0.605,0.55,0.605,0.0,0.909091,0.271
gemini-flash,G1_category,5,adjacent_swap,0.15,600,0.0,0.583333,0.526667,0.583333,0.0,0.902858,0.385875
gemini-flash,G1_category,5,adjacent_swap,0.2,600,0.0,0.561667,0.513333,0.561667,0.0,0.913945,0.488
gemini-flash,G1_category,5,adjacent_swap,0.25,600,0.0,0.501667,0.465,0.501667,0.0,0.92691,0.578125
gemini-flash,G1_category,5,adjacent_swap,0.3,600,0.0,0.471667,0.438333,0.471667,0.0,0.929327,0.657
gemini-flash,G1_category,5,adjacent_swap,0.35,600,0.0,0.46,0.43,0.46,0.0,0.934783,0.725375
gemini-flash,G1_category,5,adjacent_swap,0.4,600,0.0,0.463333,0.425,0.463333,0.0,0.917267,0.784
gemini-flash,G1_category,5,adjacent_swap,0.45,600,0.0,0.43,0.4,0.43,0.0,0.930233,0.833625
gemini-flash,G1_category,5,adjacent_swap,0.5,600,0.0,0.37,0.351667,0.37,0.0,0.950451,0.875
gemini-flash,G1_category,10,adjacent_swap,0.0,600,0.016667,1.083333,0.8,1.083333,0.018056,0.738462,0.0
gemini-flash,G1_category,10,adjacent_swap,0.05,600,0.013333,1.015,0.755,1.015,0.013533,0.743842,0.185494
gemini-flash,G1_category,10,adjacent_swap,0.1,600,0.006667,0.968333,0.715,0.968333,0.006456,0.738382,0.3439
gemini-flash,G1_category,10,adjacent_swap,0.15,600,0.001667,0.896667,0.661667,0.896667,0.001495,0.737918,0.477994
gemini-flash,G1_category,10,adjacent_swap,0.2,600,0.001667,0.893333,0.663333,0.893333,0.001489,0.742537,0.5904
gemini-flash,G1_category,10,adjacent_swap,0.25,600,0.001667,0.83,0.613333,0.83,0.001384,0.738955,0.683594
gemini-flash,G1_category,10,adjacent_swap,0.3,600,0.0,0.763333,0.578333,0.763333,0.0,0.757642,0.7599
gemini-flash,G1_category,10,adjacent_swap,0.35,600,0.001667,0.691667,0.526667,0.691667,0.001153,0.761446,0.821494
gemini-flash,G1_category,10,adjacent_swap,0.4,600,0.0,0.645,0.496667,0.645,0.0,0.770026,0.8704
gemini-flash,G1_category,10,adjacent_swap,0.45,600,0.0,0.656667,0.49,0.656667,0.0,0.746193,0.908494
gemini-flash,G1_category,10,adjacent_swap,0.5,600,0.0,0.601667,0.455,0.601667,0.0,0.756232,0.9375
gemini-flash,G1_category,3,kendall_tau,0.0,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0
gemini-flash,G1_category,3,kendall_tau,0.05,600,0.0,0.45,0.45,0.45,0.0,1.0,0.0975
gemini-flash,G1_category,3,kendall_tau,0.1,600,0.0,0.45,0.45,0.45,0.0,1.0,0.19
gemini-flash,G1_category,3,kendall_tau,0.15,600,0.0,0.45,0.45,0.45,0.0,1.0,0.2775
gemini-flash,G1_category,3,kendall_tau,0.2,600,0.0,0.45,0.45,0.45,0.0,1.0,0.36
gemini-flash,G1_category,3,kendall_tau,0.25,600,0.0,0.45,0.45,0.45,0.0,1.0,0.4375
gemini-flash,G1_category,3,kendall_tau,0.3,600,0.0,0.341667,0.341667,0.341667,0.0,1.0,0.51
gemini-flash,G1_category,3,kendall_tau,0.35,600,0.0,0.355,0.355,0.355,0.0,1.0,0.5775
gemini-flash,G1_category,3,kendall_tau,0.4,600,0.0,0.353333,0.353333,0.353333,0.0,1.0,0.64
gemini-flash,G1_category,3,kendall_tau,0.45,600,0.0,0.341667,0.341667,0.341667,0.0,1.0,0.6975
gemini-flash,G1_category,3,kendall_tau,0.5,600,0.0,0.351667,0.351667,0.351667,0.0,1.0,0.75
gemini-flash,G1_category,5,kendall_tau,0.0,600,0.0,0.666667,0.6,0.666667,0.0,0.9,0.0
gemini-flash,G1_category,5,kendall_tau,0.05,600,0.0,0.666667,0.6,0.666667,0.0,0.9,0.142625
gemini-flash,G1_category,5,kendall_tau,0.1,600,0.0,0.666667,0.6,0.666667,0.0,0.9,0.271
gemini-flash,G1_category,5,kendall_tau,0.15,600,0.0,0.52,0.488333,0.52,0.0,0.939102,0.385875
gemini-flash,G1_category,5,kendall_tau,0.2,600,0.0,0.533333,0.493333,0.533333,0.0,0.925,0.488
gemini-flash,G1_category,5,kendall_tau,0.25,600,0.0,0.526667,0.49,0.526667,0.0,0.930379,0.578125
gemini-flash,G1_category,5,kendall_tau,0.3,600,0.0,0.496667,0.461667,0.496667,0.0,0.92953,0.657
gemini-flash,G1_category,5,kendall_tau,0.35,600,0.0,0.48,0.45,0.48,0.0,0.9375,0.725375
gemini-flash,G1_category,5,kendall_tau,0.4,600,0.0,0.446667,0.428333,0.446667,0.0,0.958954,0.784
gemini-flash,G1_category,5,kendall_tau,0.45,600,0.0,0.451667,0.426667,0.451667,0.0,0.944649,0.833625
gemini-flash,G1_category,5,kendall_tau,0.5,600,0.0,0.436667,0.415,0.436667,0.0,0.950381,0.875
gemini-flash,G1_category,10,kendall_tau,0.0,600,0.016667,1.083333,0.8,1.083333,0.018056,0.738462,0.0
gemini-flash,G1_category,10,kendall_tau,0.05,600,0.016667,1.083333,0.8,1.083333,0.018056,0.738462,0.185494
gemini-flash,G1_category,10,kendall_tau,0.1,600,0.008333,0.98,0.733333,0.98,0.008166,0.748299,0.3439
gemini-flash,G1_category,10,kendall_tau,0.15,600,0.006667,0.958333,0.715,0.958333,0.006389,0.746087,0.477994
gemini-flash,G1_category,10,kendall_tau,0.2,600,0.003333,0.835,0.625,0.835,0.002783,0.748503,0.5904
gemini-flash,G1_category,10,kendall_tau,0.25,600,0.005,0.885,0.66,0.885,0.004425,0.745763,0.683594
gemini-flash,G1_category,10,kendall_tau,0.3,600,0.001667,0.755,0.568333,0.755,0.001259,0.752759,0.7599
gemini-flash,G1_category,10,kendall_tau,0.35,600,0.0,0.753333,0.58,0.753333,0.0,0.769912,0.821494
gemini-flash,G1_category,10,kendall_tau,0.4,600,0.001667,0.745,0.571667,0.745,0.001242,0.767338,0.8704
gemini-flash,G1_category,10,kendall_tau,0.45,600,0.0,0.696667,0.53,0.696667,0.0,0.760765,0.908494
gemini-flash,G1_category,10,kendall_tau,0.5,600,0.0,0.738333,0.558333,0.738333,0.0,0.756208,0.9375
gemini-flash,G1_instruction,3,adjacent_swap,0.0,600,0.0,0.583333,0.583333,0.583333,0.0,1.0,0.0
gemini-flash,G1_instruction,3,adjacent_swap,0.05,600,0.0,0.565,0.565,0.565,0.0,1.0,0.0975
gemini-flash,G1_instruction,3,adjacent_swap,0.1,600,0.0,0.551667,0.551667,0.551667,0.0,1.0,0.19
gemini-flash,G1_instruction,3,adjacent_swap,0.15,600,0.0,0.505,0.505,0.505,0.0,1.0,0.2775
gemini-flash,G1_instruction,3,adjacent_swap,0.2,600,0.0,0.488333,0.488333,0.488333,0.0,1.0,0.36
gemini-flash,G1_instruction,3,adjacent_swap,0.25,600,0.0,0.475,0.475,0.475,0.0,1.0,0.4375
gemini-flash,G1_instruction,3,adjacent_swap,0.3,600,0.0,0.465,0.465,0.465,0.0,1.0,0.51
gemini-flash,G1_instruction,3,adjacent_swap,0.35,600,0.0,0.438333,0.438333,0.438333,0.0,1.0,0.5775
gemini-flash,G1_instruction,3,adjacent_swap,0.4,600,0.0,0.398333,0.398333,0.398333,0.0,1.0,0.64
gemini-flash,G1_instruction,3,adjacent_swap,0.45,600,0.0,0.383333,0.383333,0.383333,0.0,1.0,0.6975
gemini-flash,G1_instruction,3,adjacent_swap,0.5,600,0.0,0.375,0.375,0.375,0.0,1.0,0.75
gemini-flash,G1_instruction,5,adjacent_swap,0.0,600,0.0,1.116667,0.916667,1.116667,0.0,0.820896,0.0
