dataset,model,split,run,task_id,step_index,topk,candidate_count,selected_in_topk,exact_bin_size,topk_bin_size,rank_stable_bin_changed,rank_stable_bit_changed,exact_bits_len,topk_bits_len
alfworld,deepseek,OOD,2,094,22,6,10,1,8,6,1,1,3,3
alfworld,deepseek,OOD,2,094,22,4,10,1,8,1,1,1,3,0
alfworld,deepseek,OOD,2,094,22,2,10,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,094,23,10,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,23,8,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,23,6,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,23,4,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,23,2,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,25,10,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,25,8,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,25,6,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,25,4,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,094,25,2,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,095,0,10,8,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,095,0,8,8,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,095,0,6,8,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,095,0,4,8,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,095,0,2,8,1,3,2,1,1,2,1
alfworld,deepseek,OOD,2,095,1,10,12,1,12,10,1,0,4,4
alfworld,deepseek,OOD,2,095,1,8,12,1,12,8,1,1,4,3
alfworld,deepseek,OOD,2,095,1,6,12,1,12,6,1,1,4,3
alfworld,deepseek,OOD,2,095,1,4,12,1,12,4,1,1,4,2
alfworld,deepseek,OOD,2,095,1,2,12,1,12,2,1,1,4,1
alfworld,deepseek,OOD,2,095,2,10,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,095,2,8,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,095,2,6,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,095,2,4,10,1,5,4,1,1,2,2
alfworld,deepseek,OOD,2,095,2,2,10,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,095,3,10,9,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,095,3,8,9,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,095,3,6,9,1,8,6,1,1,3,2
alfworld,deepseek,OOD,2,095,3,4,9,1,8,4,1,1,3,2
alfworld,deepseek,OOD,2,095,3,2,9,1,8,2,1,1,3,1
alfworld,deepseek,OOD,2,095,4,10,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,095,4,8,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,095,4,6,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,095,4,4,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,095,4,2,7,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,095,5,10,4,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,095,5,8,4,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,095,5,6,4,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,095,5,4,4,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,095,5,2,4,1,4,2,1,1,2,1
alfworld,deepseek,OOD,2,095,6,10,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,095,6,8,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,095,6,6,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,095,6,4,5,1,5,3,1,1,3,2
alfworld,deepseek,OOD,2,095,6,2,5,1,5,2,1,1,3,1
alfworld,deepseek,OOD,2,096,0,10,13,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,096,0,8,13,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,096,0,6,13,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,096,0,4,13,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,096,0,2,13,1,3,2,1,1,2,1
alfworld,deepseek,OOD,2,096,1,10,12,1,12,10,1,0,4,4
alfworld,deepseek,OOD,2,096,1,8,12,0,12,0,0,0,4,0
alfworld,deepseek,OOD,2,096,1,6,12,0,12,0,0,0,4,0
alfworld,deepseek,OOD,2,096,1,4,12,0,12,0,0,0,4,0
alfworld,deepseek,OOD,2,096,1,2,12,0,12,0,0,0,4,0
alfworld,deepseek,OOD,2,096,2,10,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,2,8,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,2,6,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,2,4,8,1,4,3,1,1,2,2
alfworld,deepseek,OOD,2,096,2,2,8,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,096,3,10,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,096,3,8,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,096,3,6,7,1,7,6,1,0,3,3
alfworld,deepseek,OOD,2,096,3,4,7,1,7,4,1,1,3,2
alfworld,deepseek,OOD,2,096,3,2,7,0,7,0,0,0,3,0
alfworld,deepseek,OOD,2,096,4,10,9,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,096,4,8,9,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,096,4,6,9,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,096,4,4,9,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,096,4,2,9,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,096,5,10,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,5,8,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,5,6,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,096,5,4,7,1,4,2,1,1,2,1
alfworld,deepseek,OOD,2,096,5,2,7,1,4,1,1,1,2,0
alfworld,deepseek,OOD,2,096,6,10,6,1,6,6,0,0,3,3
alfworld,deepseek,OOD,2,096,6,8,6,1,6,6,0,0,3,3
alfworld,deepseek,OOD,2,096,6,6,6,1,6,6,0,0,3,3
alfworld,deepseek,OOD,2,096,6,4,6,1,6,4,1,1,3,2
alfworld,deepseek,OOD,2,096,6,2,6,1,6,2,1,1,3,1
alfworld,deepseek,OOD,2,096,7,10,25,0,25,0,0,0,4,0
alfworld,deepseek,OOD,2,096,7,8,25,0,25,0,0,0,4,0
alfworld,deepseek,OOD,2,096,7,6,25,0,25,0,0,0,4,0
alfworld,deepseek,OOD,2,096,7,4,25,0,25,0,0,0,4,0
alfworld,deepseek,OOD,2,096,7,2,25,0,25,0,0,0,4,0
alfworld,deepseek,OOD,2,097,1,10,10,1,10,10,0,0,4,4
alfworld,deepseek,OOD,2,097,1,8,10,1,10,8,1,1,4,3
alfworld,deepseek,OOD,2,097,1,6,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,097,1,4,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,097,1,2,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,097,2,10,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,097,2,8,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,097,2,6,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,097,2,4,8,1,5,4,1,1,2,2
alfworld,deepseek,OOD,2,097,2,2,8,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,097,5,10,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,097,5,8,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,097,5,6,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,097,5,4,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,097,5,2,2,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,098,1,10,10,1,10,10,0,0,4,4
alfworld,deepseek,OOD,2,098,1,8,10,1,10,8,1,1,4,3
alfworld,deepseek,OOD,2,098,1,6,10,1,10,6,1,1,4,3
alfworld,deepseek,OOD,2,098,1,4,10,1,10,4,1,1,4,2
alfworld,deepseek,OOD,2,098,1,2,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,098,2,10,5,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,2,8,5,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,2,6,5,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,2,4,5,1,5,4,1,0,2,2
alfworld,deepseek,OOD,2,098,2,2,5,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,098,3,10,24,1,8,7,1,1,3,3
alfworld,deepseek,OOD,2,098,3,8,24,1,8,7,1,1,3,3
alfworld,deepseek,OOD,2,098,3,6,24,1,8,6,1,0,3,3
alfworld,deepseek,OOD,2,098,3,4,24,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,098,3,2,24,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,098,4,10,29,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,098,4,8,29,1,7,6,1,1,3,2
alfworld,deepseek,OOD,2,098,4,6,29,1,7,6,1,1,3,2
alfworld,deepseek,OOD,2,098,4,4,29,1,7,4,1,1,3,2
alfworld,deepseek,OOD,2,098,4,2,29,1,7,2,1,1,3,1
alfworld,deepseek,OOD,2,098,6,10,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,6,8,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,6,6,10,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,098,6,4,10,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,098,6,2,10,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,098,7,10,10,1,10,10,0,0,4,4
alfworld,deepseek,OOD,2,098,7,8,10,1,10,8,1,1,4,3
alfworld,deepseek,OOD,2,098,7,6,10,1,10,6,1,1,4,3
alfworld,deepseek,OOD,2,098,7,4,10,1,10,4,1,1,4,2
alfworld,deepseek,OOD,2,098,7,2,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,098,9,10,8,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,098,9,8,8,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,098,9,6,8,1,7,6,1,1,3,2
alfworld,deepseek,OOD,2,098,9,4,8,1,7,4,1,1,3,2
alfworld,deepseek,OOD,2,098,9,2,8,1,7,2,1,1,3,1
alfworld,deepseek,OOD,2,099,1,10,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,099,1,8,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,099,1,6,7,1,7,6,1,1,3,3
alfworld,deepseek,OOD,2,099,1,4,7,0,7,0,0,0,3,0
alfworld,deepseek,OOD,2,099,1,2,7,0,7,0,0,0,3,0
alfworld,deepseek,OOD,2,099,2,10,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,099,2,8,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,099,2,6,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,099,2,4,5,1,5,4,1,1,3,2
alfworld,deepseek,OOD,2,099,2,2,5,0,5,0,0,0,3,0
alfworld,deepseek,OOD,2,099,3,10,23,1,9,9,0,0,3,3
alfworld,deepseek,OOD,2,099,3,8,23,1,9,8,1,0,3,3
alfworld,deepseek,OOD,2,099,3,6,23,1,9,6,1,0,3,3
alfworld,deepseek,OOD,2,099,3,4,23,1,9,4,1,1,3,2
alfworld,deepseek,OOD,2,099,3,2,23,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,099,4,10,24,0,24,0,0,0,5,0
alfworld,deepseek,OOD,2,099,4,8,24,0,24,0,0,0,5,0
alfworld,deepseek,OOD,2,099,4,6,24,0,24,0,0,0,5,0
alfworld,deepseek,OOD,2,099,4,4,24,0,24,0,0,0,5,0
alfworld,deepseek,OOD,2,099,4,2,24,0,24,0,0,0,5,0
alfworld,deepseek,OOD,2,099,5,10,20,1,14,10,1,0,4,4
alfworld,deepseek,OOD,2,099,5,8,20,1,14,8,1,1,4,3
alfworld,deepseek,OOD,2,099,5,6,20,1,14,6,1,1,4,2
alfworld,deepseek,OOD,2,099,5,4,20,0,14,0,0,0,4,0
alfworld,deepseek,OOD,2,099,5,2,20,0,14,0,0,0,4,0
alfworld,deepseek,OOD,2,099,6,10,10,1,10,10,0,0,3,3
alfworld,deepseek,OOD,2,099,6,8,10,1,10,8,1,1,3,3
alfworld,deepseek,OOD,2,099,6,6,10,1,10,6,1,1,3,3
alfworld,deepseek,OOD,2,099,6,4,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,099,6,2,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,099,7,10,11,0,11,0,0,0,4,0
alfworld,deepseek,OOD,2,099,7,8,11,0,11,0,0,0,4,0
alfworld,deepseek,OOD,2,099,7,6,11,0,11,0,0,0,4,0
alfworld,deepseek,OOD,2,099,7,4,11,0,11,0,0,0,4,0
alfworld,deepseek,OOD,2,099,7,2,11,0,11,0,0,0,4,0
alfworld,deepseek,OOD,2,099,8,10,13,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,8,8,13,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,8,6,13,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,8,4,13,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,8,2,13,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,099,9,10,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,099,9,8,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,099,9,6,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,099,9,4,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,099,9,2,9,1,3,2,1,1,2,1
alfworld,deepseek,OOD,2,099,10,10,9,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,099,10,8,9,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,099,10,6,9,1,7,6,1,0,3,3
alfworld,deepseek,OOD,2,099,10,4,9,1,7,4,1,1,3,2
alfworld,deepseek,OOD,2,099,10,2,9,0,7,0,0,0,3,0
alfworld,deepseek,OOD,2,099,11,10,11,1,10,9,1,0,3,3
alfworld,deepseek,OOD,2,099,11,8,11,1,10,8,1,1,3,3
alfworld,deepseek,OOD,2,099,11,6,11,1,10,6,1,1,3,2
alfworld,deepseek,OOD,2,099,11,4,11,1,10,4,1,1,3,2
alfworld,deepseek,OOD,2,099,11,2,11,1,10,2,1,1,3,1
alfworld,deepseek,OOD,2,099,12,10,24,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,12,8,24,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,12,6,24,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,12,4,24,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,12,2,24,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,099,13,10,6,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,13,8,6,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,13,6,6,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,13,4,6,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,099,13,2,6,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,099,14,10,11,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,099,14,8,11,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,099,14,6,11,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,099,14,4,11,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,099,14,2,11,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,099,16,10,6,1,3,3,0,0,1,1
alfworld,deepseek,OOD,2,099,16,8,6,1,3,3,0,0,1,1
alfworld,deepseek,OOD,2,099,16,6,6,1,3,3,0,0,1,1
alfworld,deepseek,OOD,2,099,16,4,6,1,3,3,0,0,1,1
alfworld,deepseek,OOD,2,099,16,2,6,1,3,2,1,0,1,1
alfworld,deepseek,OOD,2,099,17,10,9,1,9,9,0,0,3,3
alfworld,deepseek,OOD,2,099,17,8,9,1,9,8,1,1,3,3
alfworld,deepseek,OOD,2,099,17,6,9,1,9,4,1,1,3,2
alfworld,deepseek,OOD,2,099,17,4,9,1,9,4,1,1,3,2
alfworld,deepseek,OOD,2,099,17,2,9,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,099,18,10,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,099,18,8,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,099,18,6,8,1,8,5,1,1,3,2
alfworld,deepseek,OOD,2,099,18,4,8,1,8,4,1,1,3,2
alfworld,deepseek,OOD,2,099,18,2,8,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,099,19,10,27,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,099,19,8,27,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,099,19,6,27,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,099,19,4,27,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,099,19,2,27,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,100,0,10,15,1,3,2,1,1,2,0
alfworld,deepseek,OOD,2,100,0,8,15,1,3,2,1,1,2,0
alfworld,deepseek,OOD,2,100,0,6,15,1,3,2,1,1,2,0
alfworld,deepseek,OOD,2,100,0,4,15,1,3,2,1,1,2,0
alfworld,deepseek,OOD,2,100,0,2,15,0,3,0,0,0,2,0
alfworld,deepseek,OOD,2,100,1,10,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,1,8,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,1,6,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,1,4,7,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,1,2,7,1,4,2,1,1,2,1
alfworld,deepseek,OOD,2,100,2,10,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,100,2,8,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,100,2,6,8,1,5,5,0,0,2,2
alfworld,deepseek,OOD,2,100,2,4,8,1,5,3,1,1,2,1
alfworld,deepseek,OOD,2,100,2,2,8,0,5,0,0,0,2,0
alfworld,deepseek,OOD,2,100,3,10,11,1,9,9,0,0,3,3
alfworld,deepseek,OOD,2,100,3,8,11,1,9,8,1,1,3,3
alfworld,deepseek,OOD,2,100,3,6,11,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,100,3,4,11,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,100,3,2,11,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,100,5,10,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,100,5,8,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,100,5,6,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,100,5,4,9,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,100,5,2,9,1,3,2,1,1,2,1
alfworld,deepseek,OOD,2,100,6,10,11,1,11,10,1,0,3,3
alfworld,deepseek,OOD,2,100,6,8,11,1,11,8,1,1,3,3
alfworld,deepseek,OOD,2,100,6,6,11,1,11,6,1,1,3,3
alfworld,deepseek,OOD,2,100,6,4,11,0,11,0,0,0,3,0
alfworld,deepseek,OOD,2,100,6,2,11,0,11,0,0,0,3,0
alfworld,deepseek,OOD,2,100,7,10,13,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,7,8,13,1,4,2,1,1,2,0
alfworld,deepseek,OOD,2,100,7,6,13,1,4,2,1,1,2,0
alfworld,deepseek,OOD,2,100,7,4,13,1,4,2,1,1,2,0
alfworld,deepseek,OOD,2,100,7,2,13,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,100,8,10,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,8,8,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,8,6,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,8,4,8,1,4,4,0,0,2,2
alfworld,deepseek,OOD,2,100,8,2,8,0,4,0,0,0,2,0
alfworld,deepseek,OOD,2,100,9,10,10,1,10,10,0,0,3,3
alfworld,deepseek,OOD,2,100,9,8,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,100,9,6,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,100,9,4,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,100,9,2,10,0,10,0,0,0,3,0
alfworld,deepseek,OOD,2,100,10,10,10,1,10,10,0,0,4,4
alfworld,deepseek,OOD,2,100,10,8,10,1,10,8,1,1,4,3
alfworld,deepseek,OOD,2,100,10,6,10,1,10,6,1,1,4,3
alfworld,deepseek,OOD,2,100,10,4,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,100,10,2,10,0,10,0,0,0,4,0
alfworld,deepseek,OOD,2,100,11,10,12,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,11,8,12,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,11,6,12,1,8,6,1,1,3,3
alfworld,deepseek,OOD,2,100,11,4,12,1,8,4,1,1,3,2
alfworld,deepseek,OOD,2,100,11,2,12,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,100,12,10,10,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,12,8,10,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,12,6,10,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,100,12,4,10,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,100,12,2,10,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,100,13,10,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,13,8,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,100,13,6,8,1,8,6,1,0,3,3
alfworld,deepseek,OOD,2,100,13,4,8,1,8,4,1,1,3,2
alfworld,deepseek,OOD,2,100,13,2,8,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,100,18,10,9,1,9,9,0,0,3,3
alfworld,deepseek,OOD,2,100,18,8,9,1,9,8,1,1,3,3
alfworld,deepseek,OOD,2,100,18,6,9,1,9,6,1,0,3,3
alfworld,deepseek,OOD,2,100,18,4,9,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,100,18,2,9,0,9,0,0,0,3,0
alfworld,deepseek,OOD,2,101,0,10,17,1,6,3,1,1,3,0
alfworld,deepseek,OOD,2,101,0,8,17,1,6,3,1,1,3,0
alfworld,deepseek,OOD,2,101,0,6,17,1,6,3,1,1,3,0
alfworld,deepseek,OOD,2,101,0,4,17,0,6,0,0,0,3,0
alfworld,deepseek,OOD,2,101,0,2,17,0,6,0,0,0,3,0
alfworld,deepseek,OOD,2,101,1,10,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,101,1,8,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,101,1,6,5,1,5,5,0,0,3,3
alfworld,deepseek,OOD,2,101,1,4,5,1,5,4,1,1,3,2
alfworld,deepseek,OOD,2,101,1,2,5,0,5,0,0,0,3,0
alfworld,deepseek,OOD,2,101,4,10,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,101,4,8,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,101,4,6,8,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,101,4,4,8,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,101,4,2,8,0,8,0,0,0,3,0
alfworld,deepseek,OOD,2,102,0,10,12,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,102,0,8,12,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,102,0,6,12,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,102,0,4,12,1,3,3,0,0,2,2
alfworld,deepseek,OOD,2,102,0,2,12,1,3,2,1,1,2,1
alfworld,deepseek,OOD,2,102,3,10,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,102,3,8,8,1,8,8,0,0,3,3
alfworld,deepseek,OOD,2,102,3,6,8,1,8,6,1,0,3,3
alfworld,deepseek,OOD,2,102,3,4,8,1,8,4,1,1,3,2
alfworld,deepseek,OOD,2,102,3,2,8,1,8,2,1,1,3,1
alfworld,deepseek,OOD,2,102,5,10,11,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,5,8,11,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,5,6,11,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,5,4,11,1,6,4,1,0,2,2
alfworld,deepseek,OOD,2,102,5,2,11,1,6,2,1,1,2,1
alfworld,deepseek,OOD,2,102,9,10,24,0,19,0,0,0,4,0
alfworld,deepseek,OOD,2,102,9,8,24,0,19,0,0,0,4,0
alfworld,deepseek,OOD,2,102,9,6,24,0,19,0,0,0,4,0
alfworld,deepseek,OOD,2,102,9,4,24,0,19,0,0,0,4,0
alfworld,deepseek,OOD,2,102,9,2,24,0,19,0,0,0,4,0
alfworld,deepseek,OOD,2,102,10,10,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,102,10,8,7,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,102,10,6,7,1,7,6,1,1,3,3
alfworld,deepseek,OOD,2,102,10,4,7,1,7,4,1,1,3,2
alfworld,deepseek,OOD,2,102,10,2,7,1,7,2,1,1,3,1
alfworld,deepseek,OOD,2,102,13,10,25,1,6,3,1,1,3,2
alfworld,deepseek,OOD,2,102,13,8,25,1,6,3,1,1,3,2
alfworld,deepseek,OOD,2,102,13,6,25,1,6,3,1,1,3,2
alfworld,deepseek,OOD,2,102,13,4,25,1,6,2,1,1,3,1
alfworld,deepseek,OOD,2,102,13,2,25,1,6,1,1,1,3,0
alfworld,deepseek,OOD,2,102,14,10,5,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,14,8,5,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,14,6,5,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,14,4,5,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,14,2,5,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,18,10,6,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,18,8,6,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,18,6,6,1,6,6,0,0,2,2
alfworld,deepseek,OOD,2,102,18,4,6,1,6,2,1,1,2,1
alfworld,deepseek,OOD,2,102,18,2,6,1,6,2,1,1,2,1
alfworld,deepseek,OOD,2,102,19,10,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,19,8,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,19,6,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,19,4,6,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,19,2,6,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,102,28,10,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,28,8,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,28,6,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,28,4,7,1,2,2,0,0,1,1
alfworld,deepseek,OOD,2,102,28,2,7,1,2,1,1,1,1,0
alfworld,deepseek,OOD,2,103,1,10,10,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,103,1,8,10,1,7,7,0,0,3,3
alfworld,deepseek,OOD,2,103,1,6,10,1,7,4,1,1,3,0
